date,home_1_median,home_1_count,home_1_median_hoa,hoa_1_bd_median,home_1_count_hoa,home_1_both_median,home_1_count+home_1_count_hoa,home_2_median,home_2_count,home_2_median_hoa,hoa_2_bd_median,home_2_count_hoa,home_2_both_median,home_2_count+home_2_count_hoa,home_3_median,home_3_count,home_3_median_hoa,hoa_3_bd_median,home_3_count_hoa,home_3_both_median,home_3_count+home_3_count_hoa,home_4_median,home_4_count,home_4_median_hoa,hoa_4_bd_median,home_4_count_hoa,home_4_both_median,home_4_count+home_4_count_hoa,home_5_median,home_5_count,home_5_median_hoa,hoa_5_bd_median,home_5_count_hoa,home_5_both_median,home_5_count+home_5_count_hoa,home_6_median,home_6_count,home_6_median_hoa,hoa_6_bd_median,home_6_count_hoa,home_6_both_median,home_6_count+home_6_count_hoa,home_1_median_condo,home_1_count_condo,home_1_median_hoa_condo,hoa_1_bd_median_condo,home_1_count_hoa_condo,home_1_both_median_condo,home_1_count_condo+home_1_count_hoa_condo,home_2_median_condo,home_2_count_condo,home_2_median_hoa_condo,hoa_2_bd_median_condo,home_2_count_hoa_condo,home_2_both_median_condo,home_2_count_condo+home_2_count_hoa_condo,home_3_median_condo,home_3_count_condo,home_3_median_hoa_condo,hoa_3_bd_median_condo,home_3_count_hoa_condo,home_3_both_median_condo,home_3_count_condo+home_3_count_hoa_condo,home_4_median_condo,home_4_count_condo,home_4_median_hoa_condo,hoa_4_bd_median_condo,home_4_count_hoa_condo,home_4_both_median_condo,home_4_count_condo+home_4_count_hoa_condo,home_5_median_condo,home_5_count_condo,home_5_median_hoa_condo,hoa_5_bd_median_condo,home_5_count_hoa_condo,home_5_both_median_condo,home_5_count_condo+home_5_count_hoa_condo,home_6_median_condo,home_6_count_condo,home_6_median_hoa_condo,hoa_6_bd_median_condo,home_6_count_hoa_condo,home_6_both_median_condo,home_6_count_condo+home_6_count_hoa_condo,home_1_median_house,home_1_count_house,home_1_median_hoa_house,hoa_1_bd_median_house,home_1_count_hoa_house,home_1_both_median_house,home_1_count_house+home_1_count_hoa_house,home_2_median_house,home_2_count_house,home_2_median_hoa_house,hoa_2_bd_median_house,home_2_count_hoa_house,home_2_both_median_house,home_2_count_house+home_2_count_hoa_house,home_3_median_house,home_3_count_house,home_3_median_hoa_house,hoa_3_bd_median_house,home_3_count_hoa_house,home_3_both_median_house,home_3_count_house+home_3_count_hoa_house,home_4_median_house,home_4_count_house,home_4_median_hoa_house,hoa_4_bd_median_house,home_4_count_hoa_house,home_4_both_median_house,home_4_count_house+home_4_count_hoa_house,home_5_median_house,home_5_count_house,home_5_median_hoa_house,hoa_5_bd_median_house,home_5_count_hoa_house,home_5_both_median_house,home_5_count_house+home_5_count_hoa_house,home_6_median_house,home_6_count_house,home_6_median_hoa_house,hoa_6_bd_median_house,home_6_count_hoa_house,home_6_both_median_house,home_6_count_house+home_6_count_hoa_house,home_1_median_th,home_1_count_th,home_1_median_hoa_th,hoa_1_bd_median_th,home_1_count_hoa_th,home_1_both_median_th,home_1_count_th+home_1_count_hoa_th,home_2_median_th,home_2_count_th,home_2_median_hoa_th,hoa_2_bd_median_th,home_2_count_hoa_th,home_2_both_median_th,home_2_count_th+home_2_count_hoa_th,home_3_median_th,home_3_count_th,home_3_median_hoa_th,hoa_3_bd_median_th,home_3_count_hoa_th,home_3_both_median_th,home_3_count_th+home_3_count_hoa_th,home_4_median_th,home_4_count_th,home_4_median_hoa_th,hoa_4_bd_median_th,home_4_count_hoa_th,home_4_both_median_th,home_4_count_th+home_4_count_hoa_th,home_5_median_th,home_5_count_th,home_5_median_hoa_th,hoa_5_bd_median_th,home_5_count_hoa_th,home_5_both_median_th,home_5_count_th+home_5_count_hoa_th,home_6_median_th,home_6_count_th,home_6_median_hoa_th,hoa_6_bd_median_th,home_6_count_hoa_th,home_6_both_median_th,home_6_count_th+home_6_count_hoa_th
date,home_1_median,home_1_count,home_1_median_hoa,hoa_1_bd_median,home_1_count_hoa,home_1_both_median,home_1_count+home_1_count_hoa,home_2_median,home_2_count,home_2_median_hoa,hoa_2_bd_median,home_2_count_hoa,home_2_both_median,home_2_count+home_2_count_hoa,home_3_median,home_3_count,home_3_median_hoa,hoa_3_bd_median,home_3_count_hoa,home_3_both_median,home_3_count+home_3_count_hoa,home_4_median,home_4_count,home_4_median_hoa,hoa_4_bd_median,home_4_count_hoa,home_4_both_median,home_4_count+home_4_count_hoa,home_5_median,home_5_count,home_5_median_hoa,hoa_5_bd_median,home_5_count_hoa,home_5_both_median,home_5_count+home_5_count_hoa,home_6_median,home_6_count,home_6_median_hoa,hoa_6_bd_median,home_6_count_hoa,home_6_both_median,home_6_count+home_6_count_hoa,home_1_median_condo,home_1_count_condo,home_1_median_hoa_condo,hoa_1_bd_median_condo,home_1_count_hoa_condo,home_1_both_median_condo,home_1_count_condo+home_1_count_hoa_condo,home_2_median_condo,home_2_count_condo,home_2_median_hoa_condo,hoa_2_bd_median_condo,home_2_count_hoa_condo,home_2_both_median_condo,home_2_count_condo+home_2_count_hoa_condo,home_3_median_condo,home_3_count_condo,home_3_median_hoa_condo,hoa_3_bd_median_condo,home_3_count_hoa_condo,home_3_both_median_condo,home_3_count_condo+home_3_count_hoa_condo,home_4_median_condo,home_4_count_condo,home_4_median_hoa_condo,hoa_4_bd_median_condo,home_4_count_hoa_condo,home_4_both_median_condo,home_4_count_condo+home_4_count_hoa_condo,home_5_median_condo,home_5_count_condo,home_5_median_hoa_condo,hoa_5_bd_median_condo,home_5_count_hoa_condo,home_5_both_median_condo,home_5_count_condo+home_5_count_hoa_condo,home_6_median_condo,home_6_count_condo,home_6_median_hoa_condo,hoa_6_bd_median_condo,home_6_count_hoa_condo,home_6_both_median_condo,home_6_count_condo+home_6_count_hoa_condo,home_1_median_house,home_1_count_house,home_1_median_hoa_house,hoa_1_bd_median_house,home_1_count_hoa_house,home_1_both_median_house,home_1_count_house+home_1_count_hoa_house,home_2_median_house,home_2_count_house,home_2_median_hoa_house,hoa_2_bd_median_house,home_2_count_hoa_house,home_2_both_median_house,home_2_count_house+home_2_count_hoa_house,home_3_median_house,home_3_count_house,home_3_median_hoa_house,hoa_3_bd_median_house,home_3_count_hoa_house,home_3_both_median_house,home_3_count_house+home_3_count_hoa_house,home_4_median_house,home_4_count_house,home_4_median_hoa_house,hoa_4_bd_median_house,home_4_count_hoa_house,home_4_both_median_house,home_4_count_house+home_4_count_hoa_house,home_5_median_house,home_5_count_house,home_5_median_hoa_house,hoa_5_bd_median_house,home_5_count_hoa_house,home_5_both_median_house,home_5_count_house+home_5_count_hoa_house,home_6_median_house,home_6_count_house,home_6_median_hoa_house,hoa_6_bd_median_house,home_6_count_hoa_house,home_6_both_median_house,home_6_count_house+home_6_count_hoa_house,home_1_median_th,home_1_count_th,home_1_median_hoa_th,hoa_1_bd_median_th,home_1_count_hoa_th,home_1_both_median_th,home_1_count_th+home_1_count_hoa_th,home_2_median_th,home_2_count_th,home_2_median_hoa_th,hoa_2_bd_median_th,home_2_count_hoa_th,home_2_both_median_th,home_2_count_th+home_2_count_hoa_th,home_3_median_th,home_3_count_th,home_3_median_hoa_th,hoa_3_bd_median_th,home_3_count_hoa_th,home_3_both_median_th,home_3_count_th+home_3_count_hoa_th,home_4_median_th,home_4_count_th,home_4_median_hoa_th,hoa_4_bd_median_th,home_4_count_hoa_th,home_4_both_median_th,home_4_count_th+home_4_count_hoa_th,home_5_median_th,home_5_count_th,home_5_median_hoa_th,hoa_5_bd_median_th,home_5_count_hoa_th,home_5_both_median_th,home_5_count_th+home_5_count_hoa_th,home_6_median_th,home_6_count_th,home_6_median_hoa_th,hoa_6_bd_median_th,home_6_count_hoa_th,home_6_both_median_th,home_6_count_th+home_6_count_hoa_th
'2017-01-24',0,0,195000,364,1,1466,1,378500,2,178950,545,6,1596,8,380000,49,312750,312,12,2148,61,500500,36,0,0,0,2829,36,619900,7,0,0,0,3504,7,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178950,545,6,1525,6,0,0,260000,341,1,1810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,5,0,0,0,2899,5,575000,23,0,0,0,3250,23,619900,7,0,0,0,3504,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,375500,44,316500,303,11,2125,55,385000,13,0,0,0,2176,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-24',0,0,195000,364,1,1466,1,378500,2,178950,545,6,1597,8,380000,49,312750,312,12,2148,61,500500,36,0,0,0,2829,36,619900,7,0,0,0,3504,7,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178950,545,6,1526,6,0,0,260000,341,1,1810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,5,0,0,0,2899,5,575000,23,0,0,0,3250,23,619900,7,0,0,0,3504,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,375500,44,316500,303,11,2125,55,385000,13,0,0,0,2176,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',0,0,195000,364,1,1466,1,378500,2,178950,545,6,1596,8,381250,38,312750,295,10,2154,48,485000,32,0,0,0,2741,32,619900,7,0,0,0,3504,7,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178950,545,6,1526,6,0,0,260000,341,1,1810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,5,0,0,0,2899,5,569000,19,0,0,0,3216,19,619900,7,0,0,0,3504,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,375000,33,316500,288,9,2133,42,385000,13,0,0,0,2176,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',0,0,195000,364,1,1466,1,378500,2,178950,545,6,1596,8,381250,38,312750,295,10,2154,48,485000,32,0,0,0,2741,32,619900,7,0,0,0,3504,7,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178950,545,6,1526,6,0,0,260000,341,1,1810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,5,0,0,0,2899,5,569000,19,0,0,0,3216,19,619900,7,0,0,0,3504,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,375000,33,316500,288,9,2133,42,385000,13,0,0,0,2176,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-11',0,0,195000,364,1,1466,1,378500,2,178000,486,4,1581,6,381250,32,316500,303,9,2160,41,485000,30,0,0,0,2741,30,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178000,486,4,1480,4,0,0,260000,341,1,1810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,3,0,0,0,2899,3,572000,18,0,0,0,3233,18,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,375000,29,317000,295,8,2148,37,387000,12,0,0,0,2187,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-11',0,0,195000,364,1,1466,1,378500,2,178000,486,4,1581,6,381250,32,316500,303,9,2160,41,485000,30,0,0,0,2741,30,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178000,486,4,1480,4,0,0,260000,341,1,1810,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,3,0,0,0,2899,3,572000,18,0,0,0,3233,18,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,375000,29,317000,295,8,2148,37,387000,12,0,0,0,2187,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-18',0,0,195000,364,1,1466,1,378500,2,178000,486,4,1581,6,381250,28,316500,303,5,2160,33,485000,25,0,0,0,2741,25,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178000,486,4,1480,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,3,0,0,0,2899,3,572000,14,0,0,0,3233,14,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,375000,25,316500,303,5,2133,30,385000,11,0,0,0,2176,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-18',0,0,195000,364,1,1466,1,378500,2,178000,486,4,1581,6,381250,28,316500,303,5,2160,33,485000,25,0,0,0,2741,25,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178000,486,4,1480,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,3,0,0,0,2899,3,572000,14,0,0,0,3233,14,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,375000,25,316500,303,5,2133,30,385000,11,0,0,0,2176,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-25',0,0,195000,364,1,1466,1,378500,2,178000,486,4,1581,6,382500,25,338000,218,2,2162,27,485000,25,0,0,0,2741,25,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,195000,364,1,1466,1,0,0,178000,486,4,1480,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513000,3,0,0,0,2899,3,572000,14,0,0,0,3233,14,604450,4,0,0,0,3416,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378500,2,0,0,0,2139,2,377500,22,338000,218,2,2133,24,385000,11,0,0,0,2176,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
