data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',2700,1,0,0,3825,2,0,0,5770,2,0,0,2700,1,0,0,4350,1,0,0,0,0,0,0,0,0,0,0,3300,1,0,0,5770,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-01',0,0,0,0,4100,5,0,0,5495,1,0,0,0,0,0,0,4350,1,0,0,0,0,0,0,0,0,0,0,3300,3,0,0,5495,1,0,0,0,0,0,0,4395,1,0,0,0,0,0,0
'2017-02-02',0,0,3000,1,3650,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1,3650,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-03',2650,1,0,0,4100,4,0,0,5495,1,0,0,2650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,4,0,0,5495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-04',1600,1,3297,2,5900,2,0,0,5495,1,0,0,0,0,3297,2,0,0,0,0,0,0,0,0,0,0,0,0,5900,2,0,0,5495,1,0,0,1600,1,0,0,0,0,0,0,0,0,0,0
'2017-02-05',0,0,2800,1,4372,4,0,0,0,0,0,0,0,0,0,0,4350,1,0,0,0,0,0,0,0,0,2800,1,4100,2,0,0,0,0,0,0,0,0,0,0,4395,1,0,0,0,0,0,0
'2017-02-06',0,0,3300,1,0,0,0,0,5495,1,0,0,0,0,3300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',0,0,3295,1,4700,4,0,0,5495,1,0,0,0,0,3295,1,0,0,0,0,0,0,0,0,0,0,0,0,4700,4,0,0,5495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-08',1600,1,3500,1,4372,2,4250,1,5495,1,0,0,0,0,0,0,4350,1,0,0,0,0,0,0,0,0,3500,1,0,0,4250,1,5495,1,0,0,1600,1,0,0,4395,1,0,0,0,0,0,0
'2017-02-09',1725,2,3295,1,4100,2,0,0,0,0,0,0,2650,1,3295,1,0,0,0,0,0,0,0,0,800,1,0,0,4100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-10',0,0,3195,1,3575,2,0,0,5495,1,0,0,0,0,3195,1,0,0,0,0,0,0,0,0,0,0,0,0,3575,2,0,0,5495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-11',2600,1,3300,1,3700,9,0,0,0,0,0,0,2600,1,3300,1,0,0,0,0,0,0,0,0,0,0,0,0,3500,8,0,0,0,0,0,0,0,0,0,0,4395,1,0,0,0,0,0,0
'2017-02-12',1600,1,3295,1,3300,2,0,0,5495,1,0,0,0,0,3295,1,0,0,0,0,0,0,0,0,0,0,0,0,3300,2,0,0,5495,1,0,0,1600,1,0,0,0,0,0,0,0,0,0,0
'2017-02-13',1395,1,3425,4,3300,7,0,0,0,0,0,0,0,0,3247,2,4350,1,0,0,0,0,0,0,1395,1,4200,2,3300,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-14',0,0,0,0,3500,5,0,0,5495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,4,0,0,5495,1,0,0,0,0,0,0,4395,1,0,0,0,0,0,0
'2017-02-15',800,1,0,0,3300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,1,0,0,3300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-16',0,0,3095,2,4000,5,4950,1,5395,1,0,0,0,0,3095,2,0,0,0,0,0,0,0,0,0,0,0,0,3650,4,4950,1,5395,1,0,0,0,0,0,0,4395,1,0,0,0,0,0,0
'2017-02-17',1395,3,2800,1,3300,3,0,0,0,0,0,0,2600,1,0,0,0,0,0,0,0,0,0,0,1097,2,2800,1,3300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-18',1500,1,2995,1,4000,7,0,0,5445,2,0,0,0,0,2995,1,0,0,0,0,0,0,0,0,0,0,0,0,4000,7,0,0,5445,2,0,0,1500,1,0,0,0,0,0,0,0,0,0,0
'2017-02-20',0,0,0,0,3300,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-22',1500,1,0,0,3650,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650,6,0,0,0,0,0,0,1500,1,0,0,0,0,0,0,0,0,0,0
'2017-02-26',2600,1,1500,1,3300,3,0,0,0,0,0,0,2600,1,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,3300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-27',1500,1,0,0,3300,5,4700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,4,4700,1,0,0,0,0,1500,1,0,0,4050,1,0,0,0,0,0,0
'2017-02-28',800,1,3295,3,3300,4,0,0,5495,2,0,0,0,0,3122,2,0,0,0,0,0,0,0,0,800,1,3700,1,3300,4,0,0,5495,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-01',0,0,0,0,3300,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-02',0,0,0,0,3850,10,4700,1,5395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850,9,4700,1,5395,1,0,0,0,0,0,0,4050,1,0,0,0,0,0,0
'2017-03-04',2200,1,2950,1,3300,5,0,0,0,0,0,0,0,0,2950,1,3900,1,0,0,0,0,0,0,2200,1,0,0,3300,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
