data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',1300,2,2280,3,4500,3,0,0,5300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,2,2280,3,4500,3,0,0,5300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-01',0,0,0,0,4125,2,5225,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125,2,5225,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-02',1250,1,2900,2,4985,1,4500,1,5800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,1,2900,2,4985,1,4500,1,5800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-03',0,0,3950,1,4200,6,6960,3,6450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,1,4200,6,6960,3,6450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-04',0,0,2950,3,4200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,3,4200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',0,0,0,0,3595,1,6960,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595,1,6960,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',0,0,0,0,4200,3,7500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,3,7500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',0,0,0,0,2700,2,5950,1,4800,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,2,5950,1,4800,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-08',900,1,2800,1,3800,3,8167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1,2800,1,3800,3,8167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-09',0,0,3000,1,2500,1,6850,2,6450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1,2500,1,6850,2,6450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-10',0,0,3850,5,3775,4,6960,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850,5,3775,4,6960,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-11',1600,1,2725,2,4972,2,0,0,5625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,1,2725,2,4972,2,0,0,5625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-12',1700,1,3795,1,4200,1,7500,1,5800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1,3795,1,4200,1,7500,1,5800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-13',700,1,0,0,4000,3,5950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,1,0,0,4000,3,5950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-14',1995,1,2800,3,4200,3,6200,1,5625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1,2800,3,4200,3,6200,1,5625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-15',1080,1,3798,1,3825,4,0,0,0,0,0,0,0,0,0,0,5400,1,0,0,0,0,0,0,1080,1,3798,1,3750,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-16',0,0,0,0,3595,1,0,0,5897,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595,1,0,0,5897,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-17',1995,1,2640,4,3897,2,6200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1,2640,4,3897,2,6200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-18',2150,1,3798,1,4047,4,0,0,5247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,1,3798,1,4047,4,0,0,5247,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-20',1900,1,3100,2,5995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,1,3100,2,5995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-22',1200,1,3798,3,4997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,3798,3,4997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-26',1200,2,3200,1,3595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,2,3200,1,3595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-27',0,0,3299,2,4450,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299,2,4450,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-28',0,0,2800,3,4375,2,5950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,3,4375,2,5950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-01',1200,1,3800,1,4650,4,0,0,0,0,0,0,0,0,0,0,4400,1,0,0,0,0,0,0,1200,1,3800,1,4900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-02',1200,1,3500,1,3797,4,0,0,5750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,3500,1,3797,4,0,0,5750,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-04',1200,1,3250,2,4500,5,0,0,5695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,3250,2,4500,5,0,0,5695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
