data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',4300,1,4280,3,7225,2,10975,2,0,0,0,0,0,0,4480,2,6950,1,0,0,0,0,0,0,4300,1,3700,1,7500,1,10975,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-01',3500,1,0,0,6122,2,8950,1,0,0,0,0,3500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6122,2,8950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-02',2995,1,4725,4,6995,3,13000,3,0,0,0,0,2995,1,4600,3,10490,1,0,0,0,0,0,0,0,0,5350,1,6122,2,13000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-03',0,0,5375,2,8247,2,7000,2,8950,1,0,0,0,0,3950,1,0,0,0,0,0,0,0,0,0,0,6800,1,8247,2,7000,2,8950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-04',2995,1,5000,1,5845,4,8950,3,0,0,0,0,2995,1,5000,1,5695,1,0,0,0,0,0,0,0,0,0,0,5995,3,8950,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',4300,1,6259,5,6972,2,7500,1,0,0,0,0,0,0,6259,3,6950,1,0,0,0,0,0,0,4300,1,5800,2,6995,1,7500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',0,0,0,0,6995,1,9747,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6995,1,9747,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',3485,2,4750,4,5575,2,7500,3,8950,1,0,0,2995,1,4600,2,0,0,0,0,0,0,0,0,3975,1,5650,2,5575,2,7500,3,8950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-08',4300,1,5000,2,6200,5,7500,3,0,0,0,0,0,0,5500,1,10490,1,0,0,0,0,0,0,4300,1,4500,1,6097,4,7500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-09',1800,1,5000,1,7375,2,8225,2,0,0,0,0,0,0,5000,1,0,0,0,0,0,0,0,0,1800,1,0,0,7375,2,8225,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
