data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',4495,1,5100,2,8375,2,0,0,0,0,0,0,4495,1,4800,1,6500,1,0,0,0,0,0,0,0,0,5400,1,10250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-01',3400,1,0,0,5500,3,0,0,0,0,0,0,3400,1,0,0,6247,2,0,0,0,0,0,0,0,0,0,0,4300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-02',3495,3,4995,7,6995,5,6425,2,14995,2,0,0,3495,3,5397,2,6995,4,8000,1,0,0,0,0,0,0,4995,5,10250,1,4850,1,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-03',3300,1,4850,2,6700,7,0,0,0,0,0,0,3300,1,5500,1,6995,3,0,0,0,0,0,0,0,0,4200,1,5000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-04',3300,2,5000,3,5000,2,0,0,0,0,0,0,3300,2,4837,2,5500,1,0,0,0,0,0,0,0,0,5400,1,4500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',3397,4,5247,4,6995,5,6495,1,14995,2,0,0,3397,4,5500,3,6995,4,0,0,0,0,0,0,0,0,4995,1,12500,1,6495,1,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',3125,2,3850,1,5500,1,0,0,0,0,0,0,3300,1,3850,1,0,0,0,0,0,0,0,0,2950,1,0,0,5500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',3495,3,5200,6,6847,8,8000,1,14995,2,0,0,3495,3,5500,3,6995,4,8000,1,0,0,0,0,0,0,4995,3,5600,4,0,0,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-08',3300,1,3800,1,6100,2,25950,1,0,0,0,0,3300,1,3800,1,0,0,0,0,0,0,0,0,0,0,0,0,6100,2,25950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-09',3300,5,5250,4,6995,8,6425,2,14995,2,0,0,3300,5,5500,3,6995,5,8000,1,0,0,0,0,0,0,4995,1,4500,3,4850,1,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-10',3300,1,4600,2,6100,4,25950,1,0,0,0,0,3300,1,0,0,5500,1,0,0,0,0,0,0,0,0,4600,2,6700,3,25950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-11',3397,6,5247,4,6995,8,0,0,14995,2,0,0,3397,4,4975,2,6995,4,0,0,0,0,0,0,3297,2,7747,2,6700,4,0,0,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-12',3300,1,5200,2,0,0,0,0,0,0,0,0,3300,1,5000,1,0,0,0,0,0,0,0,0,0,0,5400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-13',3300,1,0,0,7000,3,0,0,0,0,0,0,3300,1,0,0,7000,1,0,0,0,0,0,0,0,0,0,0,6497,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-14',3495,3,4995,5,6995,10,8000,1,14995,2,0,0,3495,3,5087,2,6995,6,8000,1,0,0,0,0,0,0,4995,3,5875,4,0,0,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-15',3300,1,5400,1,5500,1,6250,1,0,0,0,0,3300,1,0,0,0,0,0,0,0,0,0,0,0,0,5400,1,5500,1,6250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-16',3397,4,6200,3,6995,8,16975,2,14995,2,0,0,3397,4,5850,2,6995,6,8000,1,0,0,0,0,0,0,10500,1,8872,2,25950,1,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-17',3300,1,4850,2,5840,4,6250,1,6900,1,0,0,3300,1,4300,1,0,0,0,0,0,0,0,0,0,0,5400,1,5840,4,6250,1,6900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-18',3495,3,7475,2,6995,5,16725,2,14995,2,0,0,3495,3,4450,1,6995,4,7500,1,0,0,0,0,0,0,10500,1,7495,1,25950,1,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-20',3495,3,5500,3,6995,7,6250,1,14995,2,0,0,3495,3,5500,1,6995,5,0,0,0,0,0,0,0,0,7950,2,7495,2,6250,1,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-22',2872,2,5400,3,7195,3,0,0,0,0,0,0,2795,1,4975,2,5500,1,0,0,0,0,0,0,2950,1,5400,1,7195,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-26',3200,1,0,0,7000,1,25950,1,0,0,0,0,3200,1,0,0,7000,1,0,0,0,0,0,0,0,0,0,0,0,0,25950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-27',3495,1,7587,2,6995,10,0,0,14995,2,0,0,3495,1,4675,1,6995,4,0,0,0,0,0,0,0,0,10500,1,6847,6,0,0,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-28',2997,2,4975,2,6795,3,7500,1,0,0,0,0,2997,2,4975,2,5500,1,7500,1,0,0,0,0,0,0,0,0,7022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-01',0,0,4675,3,7195,3,25950,1,0,0,0,0,0,0,4835,2,0,0,0,0,0,0,0,0,0,0,3700,1,7195,3,25950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-02',3495,1,4675,3,6995,5,7500,1,14995,2,0,0,3495,1,4457,2,6995,4,7500,1,0,0,0,0,0,0,10500,1,6795,1,0,0,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-04',2795,3,5037,4,6995,7,0,0,14995,2,0,0,3495,1,4457,2,6995,4,0,0,0,0,0,0,2122,2,7950,2,6500,3,0,0,14995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
