date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,home_1_median,home_1_count,home_1_median_hoa,hoa_1_bd_median,home_1_count_hoa,home_1_both_median,home_1_count+home_1_count_hoa,home_2_median,home_2_count,home_2_median_hoa,hoa_2_bd_median,home_2_count_hoa,home_2_both_median,home_2_count+home_2_count_hoa,home_3_median,home_3_count,home_3_median_hoa,hoa_3_bd_median,home_3_count_hoa,home_3_both_median,home_3_count+home_3_count_hoa,home_4_median,home_4_count,home_4_median_hoa,hoa_4_bd_median,home_4_count_hoa,home_4_both_median,home_4_count+home_4_count_hoa,home_5_median,home_5_count,home_5_median_hoa,hoa_5_bd_median,home_5_count_hoa,home_5_both_median,home_5_count+home_5_count_hoa,home_6_median,home_6_count,home_6_median_hoa,hoa_6_bd_median,home_6_count_hoa,home_6_both_median,home_6_count+home_6_count_hoa
'2016-12-11',1250,5,1390,13,0,0,1887,2,0,0,0,0,0,0,96000,238,4,780,4,265000,9,180000,225,29,1249,38,283999,47,197000,266,22,1481,69,294000,14,0,0,0,1612,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2016-12-12',1399,3,1425,8,1757,2,1850,1,0,0,0,0,0,0,96000,238,4,780,4,265000,9,180000,225,29,1249,38,283999,47,194000,265,21,1481,68,294000,14,0,0,0,1612,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2016-12-13',1189,8,1425,20,1700,1,1850,3,0,0,0,0,0,0,93000,237,3,765,3,265000,8,182000,210,31,1278,39,282000,43,193000,265,20,1520,63,294000,14,0,0,0,1661,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2016-12-14',1385,12,1614,14,0,0,1850,4,0,0,0,0,0,0,93000,237,3,765,3,265000,8,181000,217,32,1271,40,280000,41,193000,265,20,1520,61,295000,13,0,0,0,1667,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2016-12-15',1366,9,1425,14,0,0,1850,2,0,0,0,0,0,0,93000,237,3,765,3,265000,8,181000,217,32,1271,40,280000,41,193000,265,20,1520,61,295000,13,0,0,0,1667,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
