date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-16',3497,16,3900,12,6497,6,15950,2,0,0,0,0
'2016-12-17',3150,24,4499,25,7245,12,8300,2,11447,4,0,0
'2016-12-19',3045,16,4695,9,7480,7,8100,2,7700,1,0,0
