data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-02-04',965,1,965,3,1145,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,10,0,0,0,0,0,0,965,1,965,3,1245,5,0,0,0,0,0,0
'2017-02-05',950,1,965,5,1245,7,0,0,0,0,0,0,950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,5,1245,7,0,0,0,0,0,0
'2017-02-06',965,1,970,8,1145,3,0,0,0,0,0,0,0,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,1,965,6,1145,3,0,0,0,0,0,0
'2017-02-07',0,0,999,3,1247,8,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3,1300,1,0,0,0,0,0,0,999,3,1272,5,0,0,0,0,0,0
'2017-02-08',950,1,1200,5,1245,7,0,0,0,0,0,0,950,1,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,900,1,0,0,0,0,0,0,0,0,987,2,1320,6,0,0,0,0,0,0
'2017-02-09',0,0,947,2,1250,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1,0,0,0,0,0,0,0,0,947,2,1261,6,0,0,0,0,0,0
'2017-02-10',950,1,999,6,1200,5,1300,1,0,0,0,0,950,1,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,1050,2,1300,1,0,0,0,0,0,0,999,3,1395,3,0,0,0,0,0,0
'2017-02-11',0,0,1071,8,1427,4,1474,2,0,0,0,0,0,0,1200,3,0,0,0,0,0,0,0,0,0,0,1200,1,0,0,1474,2,0,0,0,0,0,0,897,4,1427,4,0,0,0,0,0,0
'2017-02-12',0,0,947,2,1250,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,2,0,0,0,0,0,0,0,0,947,2,1250,5,0,0,0,0,0,0
'2017-02-13',0,0,947,2,1447,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,2,1447,2,0,0,0,0,0,0
'2017-02-14',0,0,900,11,1258,6,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,2,900,1,1300,1,0,0,0,0,0,0,900,9,1272,5,0,0,0,0,0,0
'2017-02-15',0,0,947,6,1102,10,1474,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,8,1474,2,0,0,0,0,0,0,947,6,1227,2,0,0,0,0,0,0
'2017-02-16',0,0,927,14,1222,8,0,0,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,900,3,0,0,1500,1,0,0,0,0,920,13,1272,5,0,0,0,0,0,0
'2017-02-17',0,0,999,12,1222,12,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1,1050,4,1300,1,0,0,0,0,0,0,999,11,1372,8,0,0,0,0,0,0
'2017-02-18',0,0,970,10,1105,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,6,0,0,0,0,0,0,0,0,970,10,1245,7,0,0,0,0,0,0
'2017-02-20',0,0,999,5,1250,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,5,1250,4,0,0,0,0,0,0
'2017-02-22',0,0,935,8,1100,14,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,2,1100,8,1300,1,0,0,0,0,0,0,935,6,1435,6,0,0,0,0,0,0
'2017-02-26',0,0,935,8,1200,7,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1,1050,2,1300,1,0,0,0,0,0,0,935,7,1395,5,0,0,0,0,0,0
'2017-02-27',0,0,935,2,1475,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,2,1475,3,0,0,0,0,0,0
'2017-02-28',0,0,935,5,1361,6,1325,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,1,1200,1,1325,2,0,0,0,0,0,0,935,4,1450,5,0,0,0,0,0,0
'2017-03-01',0,0,992,12,1200,9,0,0,0,0,0,0,0,0,1050,1,0,0,0,0,0,0,0,0,0,0,0,0,1200,5,0,0,0,0,0,0,0,0,985,11,1265,4,0,0,0,0,0,0
'2017-03-02',832,2,999,18,1200,13,1300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,900,1,1100,5,1300,2,0,0,0,0,1015,1,999,17,1333,8,0,0,0,0,0,0
'2017-03-04',1015,1,985,11,1200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,2,0,0,0,0,0,0,1015,1,985,11,1195,3,0,0,0,0,0,0
