data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-02-04',1450,3,1600,3,2975,1,0,0,2200,3,0,0,1450,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,1,0,0,0,0,1600,3,2975,1,0,0,2200,2,0,0
'2017-02-05',1995,1,1600,4,2700,1,0,0,2200,4,0,0,1995,1,2100,1,0,0,0,0,0,0,0,0,0,0,0,0,2700,1,0,0,575,1,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-02-06',1995,8,1997,8,1200,1,0,0,2200,5,0,0,1995,8,2295,5,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,0,0,585,2,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-02-07',995,1,1600,3,0,0,0,0,2200,5,0,0,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,2,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-02-08',1995,8,1600,5,1200,4,0,0,2200,4,0,0,1995,7,2295,2,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,0,0,595,1,0,0,1300,1,1600,3,1300,1,0,0,2200,3,0,0
'2017-02-09',1825,2,1600,4,1903,2,0,0,2200,4,0,0,1825,2,2600,1,0,0,0,0,0,0,0,0,0,0,0,0,831,1,0,0,575,1,0,0,0,0,1600,3,2975,1,0,0,2200,3,0,0
'2017-02-10',0,0,1600,3,1800,2,0,0,2200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,2,0,0,585,2,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-02-11',1995,8,1600,5,0,0,0,0,2200,5,0,0,1995,8,2295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,2,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-02-12',0,0,1600,3,1015,2,0,0,2200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,2,0,0,595,1,0,0,0,0,1600,3,0,0,0,0,2200,2,0,0
'2017-02-13',2297,2,1600,4,1800,2,0,0,2200,4,0,0,2297,2,2600,1,0,0,0,0,0,0,0,0,0,0,0,0,1800,2,0,0,575,1,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-02-14',995,1,1600,3,950,1,0,0,2200,3,0,0,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,3,950,1,0,0,2200,3,0,0
'2017-02-15',0,0,1600,4,1300,5,0,0,2200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,2,0,0,595,1,0,0,0,0,1600,4,1300,3,0,0,2200,3,0,0
'2017-02-16',995,1,1600,5,1200,3,0,0,2200,4,0,0,995,1,3225,2,0,0,0,0,0,0,0,0,0,0,0,0,1200,2,0,0,575,1,0,0,0,0,1600,3,1200,1,0,0,2200,3,0,0
'2017-02-17',0,0,1600,3,1375,2,0,0,2200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,0,0,595,1,0,0,0,0,1600,3,1550,1,0,0,2200,3,0,0
'2017-02-18',1995,9,1947,6,1200,4,0,0,2200,4,0,0,1995,9,2295,3,0,0,0,0,0,0,0,0,0,0,0,0,1200,2,0,0,595,1,0,0,0,0,1600,3,1375,2,0,0,2200,3,0,0
'2017-02-20',2200,3,1800,6,1200,4,0,0,2200,3,0,0,2200,3,2500,3,0,0,0,0,0,0,0,0,0,0,0,0,1200,4,0,0,0,0,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-02-22',0,0,1600,3,1200,5,0,0,2200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,0,0,0,0,0,0,0,0,1600,3,1347,2,0,0,2200,3,0,0
'2017-02-26',0,0,1600,3,1200,3,0,0,2200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,0,0,595,1,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-02-27',2100,2,2050,4,1200,3,0,0,2200,3,0,0,2100,2,2650,2,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,0,0,575,1,0,0,0,0,1600,2,0,0,0,0,2200,2,0,0
'2017-02-28',1950,1,1700,4,1495,3,0,0,2200,3,0,0,1950,1,1900,2,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,0,0,595,1,0,0,0,0,1600,2,2145,2,0,0,2200,2,0,0
'2017-03-01',0,0,1600,3,1200,5,0,0,2200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,4,0,0,595,1,0,0,0,0,1600,3,1200,1,0,0,2200,2,0,0
'2017-03-02',0,0,1600,3,1200,3,0,0,2200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,2,0,0,575,1,0,0,0,0,1600,3,1200,1,0,0,2200,3,0,0
'2017-03-04',2000,3,1800,6,1200,4,0,0,2200,4,0,0,2000,3,2500,3,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,0,0,595,1,0,0,0,0,1600,3,1200,1,0,0,2200,3,0,0
'2017-03-05',0,0,1600,4,1395,1,0,0,2200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,2,0,0,0,0,1600,4,1395,1,0,0,2200,3,0,0
'2017-03-06',2000,3,1800,6,1450,2,0,0,2200,4,0,0,2000,3,2500,3,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,0,0,595,1,0,0,0,0,1600,3,1700,1,0,0,2200,3,0,0
'2017-03-07',0,0,1600,2,1200,3,0,0,2200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,2,0,0,575,1,0,0,0,0,1600,2,1200,1,0,0,2200,2,0,0
'2017-03-08',0,0,1450,2,1250,5,0,0,1387,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1,1035,2,0,0,575,1,0,0,0,0,1600,1,1395,3,0,0,2200,1,0,0
'2017-03-09',0,0,1600,3,1200,3,0,0,2200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,1,0,0,595,1,0,0,0,0,1600,3,1500,2,0,0,2200,3,0,0
'2017-03-10',2000,3,1600,5,0,0,0,0,2200,4,0,0,2000,3,2400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,1,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-03-11',0,0,1600,3,1035,2,0,0,2200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,1,0,0,575,2,0,0,0,0,1600,3,1200,1,0,0,2200,3,0,0
'2017-03-12',0,0,1600,4,0,0,0,0,2200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,1,0,0,0,0,595,2,0,0,0,0,1600,3,0,0,0,0,2200,3,0,0
'2017-03-13',2000,3,1800,4,0,0,0,0,2200,3,0,0,2000,3,2400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,1,0,0,0,0,1600,2,0,0,0,0,2200,2,0,0
