data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-02-04',0,0,897,4,1575,8,1300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,2,1300,3,0,0,0,0,0,0,897,4,1600,6,0,0,0,0,0,0
'2017-02-05',785,1,890,1,1400,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,3,0,0,0,0,0,0,785,1,890,1,1292,2,0,0,0,0,0,0
'2017-02-06',0,0,1350,1,1600,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,1,1600,7,0,0,0,0,0,0
'2017-02-07',785,3,890,2,1450,11,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1,0,0,1400,5,1300,1,0,0,0,0,785,2,890,2,1525,6,0,0,0,0,0,0
'2017-02-08',0,0,1350,5,1550,13,1400,1,0,0,0,0,0,0,1350,3,0,0,0,0,0,0,0,0,0,0,1350,1,1375,5,1400,1,0,0,0,0,0,0,1264,1,1600,8,0,0,0,0,0,0
'2017-02-09',785,1,975,1,1550,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,5,0,0,0,0,0,0,785,1,975,1,1600,5,0,0,0,0,0,0
'2017-02-10',0,0,980,3,1550,11,1637,2,0,0,0,0,0,0,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,1550,5,1637,2,0,0,0,0,0,0,965,2,1525,6,0,0,0,0,0,0
'2017-02-11',0,0,1264,1,1600,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,1,0,0,0,0,0,0,0,0,1264,1,1600,10,0,0,0,0,0,0
'2017-02-12',0,0,1165,2,1375,6,1450,2,0,0,0,0,0,0,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,1375,5,1450,2,0,0,0,0,0,0,980,1,1600,1,0,0,0,0,0,0
'2017-02-13',0,0,1165,4,1600,2,0,0,0,0,0,0,0,0,1350,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,2,1600,2,0,0,0,0,0,0
'2017-02-14',0,0,1165,2,1500,11,1975,1,0,0,0,0,0,0,1350,1,0,0,0,0,0,0,0,0,0,0,0,0,1287,4,1975,1,0,0,0,0,0,0,980,1,1600,7,0,0,0,0,0,0
'2017-02-15',0,0,1077,2,1550,5,1300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,2,0,0,0,0,0,0,1077,2,1550,5,0,0,0,0,0,0
'2017-02-16',0,0,1275,2,1600,14,1450,4,0,0,0,0,0,0,1275,2,0,0,0,0,0,0,0,0,0,0,0,0,1097,4,1450,4,0,0,0,0,0,0,0,0,1600,10,0,0,0,0,0,0
'2017-02-17',0,0,1275,1,1375,6,1300,2,0,0,0,0,0,0,1275,1,0,0,0,0,0,0,0,0,0,0,0,0,1100,2,1300,2,0,0,0,0,0,0,0,0,1475,4,0,0,0,0,0,0
'2017-02-18',0,0,1275,2,1500,7,1300,2,0,0,0,0,0,0,1275,2,0,0,0,0,0,0,0,0,0,0,0,0,920,3,1300,2,0,0,0,0,0,0,0,0,1525,4,0,0,0,0,0,0
'2017-02-20',0,0,1017,4,1300,5,0,0,0,0,0,0,0,0,1275,2,0,0,0,0,0,0,0,0,0,0,760,1,920,1,0,0,0,0,0,0,0,0,600,1,1450,4,0,0,0,0,0,0
'2017-02-22',0,0,1200,3,1550,12,1300,2,0,0,0,0,0,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,1300,2,0,0,0,0,0,0,890,1,1600,9,0,0,0,0,0,0
