data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-02-04',831,10,935,13,925,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,10,0,0,0,0,0,0,831,10,935,13,1122,1,0,0,0,0,0,0
'2017-02-05',868,3,920,2,1122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,1,0,0,0,0,0,0,0,0,0,0,868,2,920,2,1122,1,0,0,0,0,0,0
'2017-02-06',868,1,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,1,1499,1,0,0,0,0,0,0,0,0
'2017-02-07',868,3,928,12,1122,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,2,0,0,0,0,0,0,868,3,928,12,1122,3,0,0,0,0,0,0
'2017-02-08',868,8,935,11,1250,7,1500,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,1112,4,1200,2,0,0,0,0,868,8,935,10,1250,3,1600,1,0,0,0,0
'2017-02-09',868,2,928,12,1122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,2,928,12,1122,7,0,0,0,0,0,0
'2017-02-10',868,8,935,17,1200,3,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049,1,1200,3,0,0,0,0,0,0,868,8,935,16,0,0,1600,1,0,0,0,0
'2017-02-11',831,4,935,15,1122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,2,0,0,0,0,0,0,831,4,935,15,1122,5,0,0,0,0,0,0
'2017-02-12',868,6,935,10,811,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1,0,0,0,0,0,0,868,6,935,10,1122,1,0,0,0,0,0,0
'2017-02-13',868,2,935,8,1122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,2,935,8,1122,4,0,0,0,0,0,0
