data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-02-04',0,0,950,2,975,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,2,0,0,0,0,0,0,0,0,950,2,975,2,0,0,0,0,0,0
'2017-02-05',0,0,0,0,900,5,1399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,0,0,0,0,0,0,0,0,0,0,900,4,1399,1,0,0,0,0
'2017-02-06',0,0,1200,1,875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,0,0,0,0,0,0,0,0,0,0,0,0,875,1,0,0,0,0,0,0
'2017-02-07',0,0,1000,3,1112,8,1399,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,3,1112,8,1399,3,0,0,0,0
'2017-02-08',0,0,1150,11,975,7,945,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,2,900,1,0,0,0,0,0,0,1150,11,975,5,990,1,0,0,0,0
'2017-02-09',0,0,1150,16,1162,6,1399,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1,0,0,0,0,0,0,0,0,1150,16,1350,5,1399,3,0,0,0,0
'2017-02-10',0,0,1150,16,900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,16,900,3,0,0,0,0,0,0
'2017-02-11',0,0,1100,22,1250,7,1400,1,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1,0,0,0,0,0,0,0,0,1100,22,1300,6,1400,1,1800,1,0,0
'2017-02-12',0,0,0,0,900,3,1399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,1,0,0,0,0,0,0,0,0,0,0,937,2,1399,1,0,0,0,0
'2017-02-13',0,0,0,0,874,2,1100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,2,1100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-14',0,0,1100,17,975,7,1399,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,17,975,7,1399,2,0,0,0,0
'2017-02-15',0,0,1150,10,1200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,2,0,0,0,0,0,0,0,0,1150,10,1250,1,0,0,0,0,0,0
'2017-02-16',0,0,1150,10,1137,8,1400,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1,0,0,0,0,0,0,0,0,1150,10,1300,7,1400,3,0,0,0,0
'2017-02-17',0,0,0,0,975,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,3,0,0,0,0,0,0
