data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-02-04',596,2,973,6,495,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,2,636,2,495,4,0,0,0,0,0,0,0,0,1123,4,0,0,0,0,0,0,0,0
'2017-02-05',0,0,1250,1,1175,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,1,1250,1,0,0,0,0,0,0,0,0,0,0,1100,1,0,0,0,0,0,0
'2017-02-06',0,0,1250,3,0,0,1695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,1,0,0,0,0,0,0,0,0,0,0,1347,2,0,0,1695,1,0,0,0,0
'2017-02-07',0,0,1027,6,1200,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,0,0,0,0,0,0,0,0,1027,6,850,2,0,0,0,0,0,0
'2017-02-08',395,1,1139,4,697,6,1250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,1,1250,3,495,5,1250,1,0,0,0,0,0,0,1029,1,1100,1,0,0,0,0,0,0
'2017-02-09',395,1,1050,4,497,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,1,1250,1,495,2,0,0,0,0,0,0,0,0,900,3,850,2,0,0,0,0,0,0
'2017-02-10',797,1,1038,4,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,1,0,0,0,0,0,0,0,0,0,0,0,0,1038,4,0,0,1000,1,0,0,0,0
'2017-02-11',395,1,900,3,497,6,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,1,835,2,495,3,995,1,0,0,0,0,0,0,900,1,1100,3,0,0,0,0,0,0
'2017-02-12',797,1,1047,5,850,1,1400,1,0,0,0,0,0,0,875,1,0,0,0,0,0,0,0,0,797,1,797,1,0,0,1400,1,0,0,0,0,0,0,1200,3,850,1,0,0,0,0,0,0
'2017-02-13',0,0,500,1,500,1,1250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,1,0,0,0,0,0,0,500,1,500,1,0,0,0,0,0,0
