data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',0,0,0,0,1295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',0,0,895,1,1095,7,0,0,0,0,0,0,0,0,895,1,0,0,0,0,0,0,0,0,0,0,0,0,1095,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-01',0,0,875,1,1095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,1,1095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-02',0,0,0,0,1075,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-03',0,0,0,0,1095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-04',0,0,0,0,1147,4,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,4,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',0,0,0,0,1295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',0,0,0,0,1095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-08',0,0,0,0,1175,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-09',0,0,0,0,1172,2,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,2,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-10',0,0,0,0,1147,4,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,4,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-11',0,0,0,0,1150,3,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,3,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-12',0,0,0,0,1200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-13',0,0,0,0,1135,2,1725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,1,1725,1,0,0,0,0,0,0,0,0,975,1,0,0,0,0,0,0
'2017-02-14',0,0,0,0,1200,1,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,1425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
