data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',0,0,0,0,0,0,1290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',0,0,695,7,1000,1,1385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1,1000,1,1385,2,0,0,0,0,0,0,715,6,0,0,0,0,0,0,0,0
'2017-02-01',0,0,735,4,1150,1,1162,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,1,1162,2,0,0,0,0,0,0,735,4,0,0,0,0,0,0,0,0
'2017-02-02',0,0,695,5,0,0,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1,0,0,1500,1,0,0,0,0,0,0,715,4,0,0,0,0,0,0,0,0
'2017-02-03',0,0,750,4,1150,1,1290,1,0,0,0,0,0,0,825,1,0,0,0,0,0,0,0,0,0,0,0,0,1150,1,1290,1,0,0,0,0,0,0,735,3,0,0,0,0,0,0,0,0
'2017-02-04',0,0,750,4,780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,1,0,0,0,0,0,0,0,0,750,4,0,0,0,0,0,0,0,0
'2017-02-05',0,0,712,2,0,0,1200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1,0,0,1200,2,0,0,0,0,0,0,765,1,0,0,0,0,0,0,0,0
'2017-02-06',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',0,0,765,1,1000,3,1195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,3,1195,1,0,0,0,0,0,0,765,1,0,0,0,0,0,0,0,0
'2017-02-08',0,0,765,3,837,2,1500,1,0,0,0,0,0,0,825,1,0,0,0,0,0,0,0,0,0,0,660,1,837,2,1500,1,0,0,0,0,0,0,765,1,0,0,0,0,0,0,0,0
'2017-02-09',0,0,712,2,895,3,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1,895,3,800,1,0,0,0,0,0,0,765,1,0,0,0,0,0,0,0,0
'2017-02-10',0,0,765,5,925,3,960,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,925,3,960,2,0,0,0,0,0,0,765,5,0,0,0,0,0,0,0,0
'2017-02-11',0,0,735,3,852,2,1347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1,852,2,1347,2,0,0,0,0,0,0,750,2,0,0,0,0,0,0,0,0
'2017-02-12',0,0,712,2,895,7,1650,1,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1,895,7,1650,1,1600,1,0,0,0,0,765,1,0,0,0,0,0,0,0,0
'2017-02-13',0,0,765,1,1150,1,1290,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,1,1290,3,0,0,0,0,0,0,765,1,0,0,0,0,0,0,0,0
'2017-02-14',0,0,765,3,825,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,5,0,0,0,0,0,0,0,0,765,3,0,0,0,0,0,0,0,0
'2017-02-15',0,0,712,2,925,3,1195,1,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,1,925,3,1195,1,1600,1,0,0,0,0,765,1,0,0,0,0,0,0,0,0
