data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',0,0,3500,1,0,0,0,0,0,0,0,0,0,0,3500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',0,0,730,2,854,7,995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,1,996,5,995,3,0,0,0,0,0,0,625,1,854,2,0,0,0,0,0,0
'2017-02-01',0,0,792,6,878,8,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,4,875,6,1000,1,0,0,0,0,0,0,687,2,881,2,0,0,0,0,0,0
'2017-02-02',0,0,779,3,899,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,1,899,9,0,0,0,0,0,0,0,0,709,2,0,0,0,0,0,0,0,0
'2017-02-03',0,0,1010,2,800,5,995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,1,800,5,995,2,0,0,0,0,0,0,625,1,0,0,0,0,0,0,0,0
'2017-02-04',0,0,640,3,830,1,900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,1,830,1,900,2,0,0,0,0,0,0,632,2,0,0,0,0,0,0,0,0
'2017-02-05',0,0,835,1,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,1,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',0,0,695,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',0,0,1395,1,897,4,995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,1,897,4,995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-08',0,0,695,4,747,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,3,747,2,0,0,0,0,0,0,0,0,625,1,0,0,0,0,0,0,0,0
'2017-02-09',0,0,695,2,837,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,2,837,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-10',0,0,637,2,800,3,995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,800,3,995,3,0,0,0,0,0,0,625,1,0,0,0,0,0,0,0,0
'2017-02-11',0,0,1115,2,800,1,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,2,800,1,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-12',0,0,650,1,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-13',0,0,975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-14',0,0,645,2,1287,4,997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,862,2,997,2,0,0,0,0,0,0,640,1,1700,2,0,0,0,0,0,0
'2017-02-15',0,0,835,3,800,1,972,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,3,800,1,972,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-16',0,0,650,1,800,7,995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,800,5,995,3,0,0,0,0,0,0,0,0,1650,2,0,0,0,0,0,0
'2017-02-17',0,0,760,2,900,5,995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,2,900,5,995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-18',0,0,835,3,862,2,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,3,862,2,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-20',0,0,820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-22',0,0,650,1,800,1,997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,800,1,997,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-26',0,0,827,2,1300,2,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,2,1300,2,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-27',0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-28',0,0,900,3,888,4,900,1,1275,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,3,895,3,900,1,1275,2,0,0,0,0,0,0,881,1,0,0,0,0,0,0
'2017-03-01',0,0,811,2,800,2,995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,1,800,2,995,2,0,0,0,0,0,0,788,1,0,0,0,0,0,0,0,0
'2017-03-02',0,0,630,1,867,8,1025,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,872,4,1025,2,0,0,0,0,0,0,0,0,867,4,0,0,0,0,0,0
'2017-03-04',0,0,1080,2,827,4,995,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,2,800,3,995,4,0,0,0,0,0,0,0,0,854,1,0,0,0,0,0,0
