date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',0,0,0,0,900,3,1100,1,0,0,0,0
'2016-12-20',768,4,951,2,925,7,1150,1,0,0,0,0
'2016-12-23',477,2,1038,6,925,6,0,0,0,0,0,0
'2016-12-24',1041,3,800,1,847,4,1085,1,0,0,0,0
'2016-12-25',0,0,1132,2,1412,1,0,0,0,0,0,0
'2016-12-26',0,0,0,0,1100,1,0,0,1100,1,0,0
'2016-12-27',495,2,607,4,925,1,0,0,0,0,0,0
'2016-12-28',768,2,1102,3,875,6,1395,1,0,0,0,0
'2016-12-29',0,0,0,0,1100,1,0,0,0,0,0,0
'2016-12-30',768,2,831,2,1062,4,1272,2,0,0,0,0
