data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',0,0,672,2,995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,2,995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-01',0,0,650,4,847,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,1,847,4,0,0,0,0,0,0,0,0,650,3,0,0,0,0,0,0,0,0
'2017-02-02',0,0,0,0,995,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-03',0,0,595,1,947,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,1,947,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-04',0,0,0,0,847,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',0,0,0,0,925,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,3,0,0,0,0,0,0,0,0,0,0,725,1,0,0,0,0,0,0
'2017-02-06',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',0,0,660,2,850,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,2,850,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-08',0,0,0,0,895,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-09',0,0,725,1,850,3,1045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,1,850,3,1045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-10',0,0,595,1,950,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,1,950,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-11',0,0,0,0,795,5,1045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,5,1045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-12',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-13',0,0,0,0,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-14',0,0,725,1,910,2,1070,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,1,910,2,1070,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-15',0,0,695,2,750,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,1,750,3,0,0,0,0,0,0,0,0,695,1,0,0,0,0,0,0,0,0
'2017-02-16',0,0,750,3,995,7,1122,2,1595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,3,995,7,1122,2,1595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-17',0,0,0,0,995,5,995,1,895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,5,995,1,895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-18',0,0,695,2,872,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,1,872,2,0,0,0,0,0,0,0,0,695,1,0,0,0,0,0,0,0,0
'2017-02-20',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
