data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-30',1095,1,1350,1,1086,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,1,1350,1,1086,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',795,1,1195,3,1700,1,2250,1,0,0,0,0,795,1,1195,1,0,0,2250,1,0,0,0,0,0,0,0,0,1700,1,0,0,0,0,0,0,0,0,977,2,0,0,0,0,0,0,0,0
'2017-02-01',0,0,640,1,1182,2,2125,2,2350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,2,2125,2,2350,1,0,0,0,0,640,1,0,0,0,0,0,0,0,0
'2017-02-02',945,2,1195,5,0,0,0,0,0,0,0,0,795,1,1195,1,0,0,0,0,0,0,0,0,1095,1,1100,1,0,0,0,0,0,0,0,0,0,0,1195,3,0,0,0,0,0,0,0,0
'2017-02-03',625,1,640,1,1125,2,1750,3,1510,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,1,0,0,1125,2,1750,3,1510,2,0,0,0,0,640,1,0,0,0,0,0,0,0,0
'2017-02-04',0,0,1195,3,2000,1,0,0,0,0,0,0,0,0,1195,1,0,0,0,0,0,0,0,0,0,0,1350,1,2000,1,0,0,0,0,0,0,0,0,1195,1,0,0,0,0,0,0,0,0
'2017-02-05',945,2,917,2,0,0,0,0,0,0,0,0,795,1,0,0,0,0,0,0,0,0,0,0,1095,1,0,0,0,0,0,0,0,0,0,0,0,0,917,2,0,0,0,0,0,0,0,0
'2017-02-06',0,0,1022,2,0,0,2125,2,2350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,1,0,0,2125,2,2350,1,0,0,0,0,695,1,0,0,0,0,0,0,0,0
'2017-02-07',795,1,1195,3,2000,1,0,0,0,0,0,0,795,1,1195,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,1,0,0,0,0,0,0,0,0,1195,2,0,0,0,0,0,0,0,0
'2017-02-08',0,0,0,0,1700,1,1825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,1,1825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-09',0,0,0,0,0,0,1750,3,670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,3,670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-10',795,1,1195,4,2000,1,0,0,0,0,0,0,795,1,1195,1,0,0,0,0,0,0,0,0,0,0,1350,1,2000,1,0,0,0,0,0,0,0,0,1195,2,0,0,0,0,0,0,0,0
'2017-02-11',0,0,600,1,2000,1,2125,2,2350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1,2000,1,2125,2,2350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-12',0,0,1195,5,0,0,620,1,0,0,0,0,0,0,1195,1,0,0,0,0,0,0,0,0,0,0,1350,1,0,0,620,1,0,0,0,0,0,0,1195,3,0,0,0,0,0,0,0,0
'2017-02-13',0,0,0,0,0,0,2125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-14',0,0,840,5,2000,1,1272,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,4,2000,1,1272,2,0,0,0,0,0,0,699,1,0,0,0,0,0,0,0,0
'2017-02-15',0,0,1195,5,2000,2,0,0,670,1,0,0,0,0,1222,2,0,0,0,0,0,0,0,0,0,0,600,1,2000,2,0,0,670,1,0,0,0,0,1195,2,0,0,0,0,0,0,0,0
'2017-02-16',795,1,1195,3,1495,5,2495,3,0,0,0,0,795,1,1195,1,0,0,0,0,0,0,0,0,0,0,0,0,1495,3,2495,3,0,0,0,0,0,0,1195,2,1395,2,0,0,0,0,0,0
'2017-02-17',0,0,920,2,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,2000,1,0,0,0,0,0,0,0,0,640,1,0,0,0,0,0,0,0,0
'2017-02-18',897,2,1195,5,1500,3,2800,1,0,0,0,0,897,2,1222,2,0,0,0,0,0,0,0,0,0,0,600,1,1500,3,0,0,0,0,0,0,0,0,1195,2,0,0,2800,1,0,0,0,0
'2017-02-20',1282,2,1195,3,1395,3,0,0,0,0,0,0,1300,1,1195,1,0,0,0,0,0,0,0,0,1265,1,0,0,1495,1,0,0,0,0,0,0,0,0,1195,2,1395,2,0,0,0,0,0,0
'2017-02-22',1000,1,1195,4,1395,4,0,0,1000,1,0,0,1000,1,1195,1,0,0,0,0,0,0,0,0,0,0,0,0,1245,2,0,0,1000,1,0,0,0,0,1195,3,1395,2,0,0,0,0,0,0
'2017-02-26',0,0,0,0,1200,3,1420,2,1000,1,0,0,0,0,0,0,0,0,2100,1,0,0,0,0,0,0,0,0,1200,3,740,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-27',1000,1,0,0,1495,1,2495,1,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,1,2495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-28',795,1,665,3,0,0,2500,3,0,0,0,0,795,1,0,0,0,0,0,0,0,0,0,0,0,0,900,2,0,0,2500,3,0,0,0,0,0,0,665,1,0,0,0,0,0,0,0,0
'2017-03-01',625,1,650,3,1647,2,0,0,0,0,0,0,0,0,1595,1,0,0,0,0,0,0,0,0,625,1,0,0,1647,2,0,0,0,0,0,0,0,0,645,2,0,0,0,0,0,0,0,0
'2017-03-02',0,0,1025,3,0,0,2100,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,1,0,0,2100,1,1000,1,0,0,0,0,922,2,0,0,0,0,0,0,0,0
'2017-03-04',0,0,1595,3,0,0,2100,1,0,0,0,0,0,0,1672,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,1,0,0,0,0,0,0,1195,1,0,0,0,0,0,0,0,0
'2017-03-05',0,0,880,1,0,0,1130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880,1,0,0,1130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-06',0,0,1322,2,1800,1,2495,1,0,0,0,0,0,0,1595,1,0,0,0,0,0,0,0,0,0,0,1050,1,1800,1,2495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-07',0,0,1197,2,1325,1,2100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1,1325,1,2100,3,0,0,0,0,0,0,1195,1,0,0,0,0,0,0,0,0
'2017-03-08',0,0,887,6,766,2,0,0,0,0,0,0,0,0,1595,1,0,0,0,0,0,0,0,0,0,0,880,5,766,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-09',795,1,930,2,0,0,1500,1,0,0,0,0,795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1,0,0,0,0,0,0,930,2,0,0,0,0,0,0,0,0
'2017-03-10',0,0,895,1,657,2,2250,3,1575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,1,657,2,2250,3,1575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-11',625,1,1195,1,650,1,620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,1,0,0,650,1,620,1,0,0,0,0,0,0,1195,1,0,0,0,0,0,0,0,0
'2017-03-12',0,0,880,1,1447,2,1500,1,0,0,0,0,0,0,0,0,1795,1,0,0,0,0,0,0,0,0,880,1,1100,1,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-13',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-03-14',0,0,1045,6,1700,1,2195,3,0,0,0,0,0,0,1595,1,0,0,0,0,0,0,0,0,0,0,895,3,1700,1,2195,3,0,0,0,0,0,0,930,2,0,0,0,0,0,0,0,0
