Craigslist URL,Neighborhood,City,State,Zip Code,RentStatusLastRun,RentDateLastRun,HomeStatusLastRun,HomeDateLastRun,||,Last Rat Diff Updated,rat_1_bed,diff_1_bed,rat_2_bed,diff_2_bed,rat_3_bed,diff_3_bed,rat_4_bed,diff_4_bed,rat_5_bed,diff_5_bed,rat_6_bed,diff_6_bed,rat_1_bed_c,diff_1_bed_c,rat_2_bed_c,diff_2_bed_c,rat_3_bed_c,diff_3_bed_c,rat_4_bed_c,diff_4_bed_c,rat_5_bed_c,diff_5_bed_c,rat_6_bed_c,diff_6_bed_c,rat_1_bed_h,diff_1_bed_h,rat_2_bed_h,diff_2_bed_h,rat_3_bed_h,diff_3_bed_h,rat_4_bed_h,diff_4_bed_h,rat_5_bed_h,diff_5_bed_h,rat_6_bed_h,diff_6_bed_h,rat_1_bed_th,diff_1_bed_th,rat_2_bed_th,diff_2_bed_th,rat_3_bed_th,diff_3_bed_th,rat_4_bed_th,diff_4_bed_th,rat_5_bed_th,diff_5_bed_th,rat_6_bed_th,diff_6_bed_th
washingtondc,,Falls Church,VA,22042,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',1.367,-452,1.325,-547,1.367,-740,0,0,0,0,0,0,1.367,-452,1.23,-388,1.325,-654,0,0,0,0,0,0,0,0,1.459,-773,1.374,-754,0,0,0,0,0,0,0,0,1.514,-866,1.503,-1014,0,0,0,0,0,0
washingtondc,,Falls Church,VA,22043,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',1.214,-323,1.384,-639,1.449,-875,3.809,-3053,0,0,0,0,1.214,-323,1.402,-669,1.342,-666,0,0,0,0,0,0,0,0,0,0,1.479,-933,3.846,-3094,0,0,0,0,0,0,1.077,-129,1.51,-994,3.622,-2850,0,0,0,0
washingtondc,,Falls Church,VA,22044,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0.963,47,1.004,-8,2.953,-2094,0,0,2.216,-2311,0,0,0.969,39,0.968,60,1.94,-1008,0,0,0,0,0,0,0.8,255,0,0,2.797,-1926,0,0,2.216,-2311,0,0,0,0,1.241,-446,3.262,-2425,0,0,0,0,0,0
washingtondc,,Falls Church,VA,22046,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0.93,136,0.848,384,1.262,-734,3.205,-3072,0,0,0,0,0.93,136,0.676,820,0,0,0,0,0,0,0,0,0,0,1.569,-1439,1.25,-699,3.205,-3072,0,0,0,0,0,0,0.959,104,1.389,-1088,0,0,0,0,0,0
washingtondc,,Fort Belvoir,VA,22060,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Great Falls,VA,22066,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,0,0,0,0,5.576,-4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.576,-4576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Lorton,VA,22079,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,0.903,167,1.183,-323,1.422,-923,0,0,0,0,0,0,0.926,128,0,0,0,0,0,0,0,0,0,0,1.501,-862,1.247,-436,1.472,-1031,0,0,0,0,0,0,0.798,347,1.103,-182,1.035,-76,0,0,0,0
washingtondc,,McLean,VA,22101,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,1.979,-2040,1.424,-1272,0.986,65,2.346,-4200,0,0,0,0,1.979,-2040,1.175,-524,0,0,0,0,0,0,0,0,0,0,1.405,-1214,0.998,9,2.337,-4171,0,0,0,0,0,0,1.98,-2938,0.911,419,3.345,-7315,0,0
washingtondc,,McLean,VA,22102,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',1.01,-19,0.98,52,2.086,-2258,2.256,-3099,0,0,0,0,1.01,-19,0.977,59,0,0,0,0,0,0,0,0,0,0,1.339,-868,1.571,-1187,2.343,-3314,0,0,0,0,0,0,0.996,11,2.378,-2866,1.97,-2395,0,0,0,0
washingtondc,,Oakton,VA,22124,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',2.565,-859,1.251,-404,1.391,-737,0,0,0,0,0,0,2.565,-859,1.25,-403,0,0,0,0,0,0,0,0,0,0,1.254,-409,1.921,-1736,0,0,0,0,0,0,0,0,0,0,1.325,-613,0,0,0,0,0,0
washingtondc,,Occoquan,VA,22125,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Springfield,VA,22150,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0.867,175,1.036,-63,1.229,-458,0,0,1.374,-785,0,0,0.867,175,0,0,0,0,0,0,0,0,0,0,0,0,1.14,-247,1.201,-402,0,0,1.374,-785,0,0,0,0,0.932,120,1.24,-481,0,0,0,0,0,0
washingtondc,,Springfield,VA,22151,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,0,0,0,0,7.783,-2374,1.374,-746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.831,-2391,1.374,-746,0,0,0,0,0,0,0,0,6.46,-1911,0,0,0,0
washingtondc,,Springfield,VA,22152,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,0,0,2.05,-1201,3.221,-1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.179,-1349,3.293,-2064,0,0,0,0,0,0,0,0,2.011,-1157,2.857,-1671,0,0,0,0
washingtondc,,Springfield,VA,22153,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,0.903,176,1.281,-470,1.355,-798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426,-713,1.363,-816,0,0,0,0,0,0,0.903,176,1.251,-421,1.156,-350,0,0,0,0
washingtondc,,Triangle,VA,22172,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,0,0,3.073,-1165,0,0,2.064,-1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.473,-828,0,0,2.064,-1157,0,0,0,0,0,0,3.121,-1192,0,0,0,0,0,0
washingtondc,,Vienna,VA,22180,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',1.036,-51,1.406,-671,1.498,-1116,3.165,-2490,0,0,0,0,1.036,-51,1.406,-671,0,0,0,0,0,0,0,0,0,0,0,0,1.466,-1045,3.195,-2524,0,0,0,0,0,0,0,0,1.619,-1389,2.433,-1648,0,0,0,0
washingtondc,,Vienna,VA,22181,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',1.204,-302,1.556,-937,1.359,-762,3.086,-2607,0,0,0,0,1.204,-302,1.556,-937,0.93,149,0,0,0,0,0,0,0,0,0,0,1.696,-1478,3.12,-2650,0,0,0,0,0,0,0,0,1.363,-771,2.622,-2027,0,0,0,0
washingtondc,,Vienna,VA,22182,Successful,'2017-01-13',Successful,'2017-01-13',||,'2017-01-14',0,0,1.557,-1102,1.954,-1776,1.797,-1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.034,-1925,1.865,-2163,0,0,0,0,0,0,1.557,-1102,1.909,-1693,1.775,-1937,0,0,0,0
