Craigslist URL,Neighborhood,City,State,Zip Code,RentStatusLastRun,RentDateLastRun,HomeStatusLastRun,HomeDateLastRun,||,Last Rat Diff Updated,rat_1_bed,diff_1_bed,rat_2_bed,diff_2_bed,rat_3_bed,diff_3_bed,rat_4_bed,diff_4_bed,rat_5_bed,diff_5_bed,rat_6_bed,diff_6_bed,rat_1_bed_c,diff_1_bed_c,rat_2_bed_c,diff_2_bed_c,rat_3_bed_c,diff_3_bed_c,rat_4_bed_c,diff_4_bed_c,rat_5_bed_c,diff_5_bed_c,rat_6_bed_c,diff_6_bed_c,rat_1_bed_h,diff_1_bed_h,rat_2_bed_h,diff_2_bed_h,rat_3_bed_h,diff_3_bed_h,rat_4_bed_h,diff_4_bed_h,rat_5_bed_h,diff_5_bed_h,rat_6_bed_h,diff_6_bed_h,rat_1_bed_th,diff_1_bed_th,rat_2_bed_th,diff_2_bed_th,rat_3_bed_th,diff_3_bed_th,rat_4_bed_th,diff_4_bed_th,rat_5_bed_th,diff_5_bed_th,rat_6_bed_th,diff_6_bed_th
washingtondc,,Springfield,VA,22150,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Springfield,VA,22151,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Springfield,VA,22152,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Springfield,VA,22153,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,0.992,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,71,0,0,0,0,0,0
washingtondc,,Triangle,VA,22172,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Vienna,VA,22180,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,1.363,-905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Vienna,VA,22181,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Vienna,VA,22182,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,2.284,-2054,1.58,-1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,-1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Arlington,VA,22201,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',1.395,-730,1.447,-1095,1.578,-1677,1.417,-1604,2.044,-3237,0,0,1.395,-730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,1134,2.529,-3955,2.044,-3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Arlington,VA,22202,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,1.472,-1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782,-1979,0,0,0,0,0,0,0,0
washingtondc,,Arlington,VA,22203,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0.967,100,1.386,-1004,0,0,1.175,-673,0,0,0,0,0.967,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.175,-673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Arlington,VA,22204,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0.992,13,1.408,-694,1.513,-1282,1.231,-776,0,0,0,0,0.889,177,1.116,-197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.193,-648,0,0,0,0,0,0,0,0,1.736,-1839,0,0,0,0,0,0
washingtondc,,Arlington,VA,22205,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
washingtondc,,Arlington,VA,22206,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',0,0,1.394,-797,0.964,112,0,0,0,0,0,0,0,0,1.243,-456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,-736,0,0,0,0,0,0
washingtondc,,Arlington,VA,22207,Successful,'2017-03-04',Successful,'2017-03-04',||,'2017-03-04',2.59,-1908,0,0,1.735,-1838,1.574,-1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,-1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
