'2016-12-13',873,18,1056,56,1295,84,1582,24,2100,16,2495,4,132500,3,0,0,0,748,3,140000,24,320000,288,3,960,27,275000,66,117450,187,2,1546,68,348500,51,0,0,0,1969,51,372500,13,0,0,0,2105,13,465000,3,0,0,0,2628,3
'2016-12-14',892,11,1060,61,1265,37,1595,8,2400,2,0,0,132500,3,0,0,0,748,3,140000,24,320000,288,3,960,27,275000,63,117450,187,2,1554,65,346800,48,0,0,0,1960,48,372500,13,0,0,0,2105,13,465000,3,0,0,0,2628,3
'2016-12-15',972,7,1055,34,1260,21,1570,11,2150,6,0,0,132500,3,0,0,0,748,3,140000,24,320000,288,3,960,27,275000,63,117450,187,2,1554,65,346800,48,0,0,0,1960,48,372500,13,0,0,0,2105,13,465000,3,0,0,0,2628,3
