date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2017-01-14',1050,1,1350,3,1620,31,1725,8,0,0,0,0
'2017-01-15',0,0,1100,2,1525,24,1850,3,0,0,2475,3
'2017-01-16',0,0,800,5,1375,6,1750,1,0,0,0,0
'2017-01-17',900,4,1387,2,1500,36,1850,5,0,0,2475,2
'2017-01-18',1050,1,1075,4,1637,32,1800,5,0,0,0,0
'2017-01-19',900,2,1387,2,1610,38,1875,8,0,0,0,0
'2017-01-20',1000,2,1350,3,1550,35,1750,4,2400,1,2475,2
