date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2017-01-14',750,1,1563,5,2275,8,2500,1,2290,3,0,0
'2017-01-15',0,0,1515,4,1065,1,3200,1,0,0,0,0
'2017-01-16',0,0,0,0,862,1,0,0,2290,1,0,0
'2017-01-17',0,0,1503,1,2275,14,2350,5,2290,4,0,0
'2017-01-18',700,1,1537,9,2000,5,3200,1,2290,1,0,0
'2017-01-19',975,1,1626,2,2400,11,2200,3,2290,3,0,0
'2017-01-20',0,0,1528,5,1950,6,2350,4,2290,3,0,0
