data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-29',0,0,0,0,2000,6,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,6,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-30',0,0,0,0,2050,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,1,0,0,0,0,0,0,0,0,0,0,1600,1,0,0,0,0,0,0
'2017-01-31',850,2,1262,6,1749,3,1950,3,0,0,0,0,1050,1,1250,5,1749,1,0,0,0,0,0,0,650,1,0,0,1799,2,1950,3,0,0,0,0,0,0,1600,1,0,0,0,0,0,0,0,0
'2017-02-01',650,1,0,0,1749,4,1999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,0,0,1899,3,1999,4,0,0,0,0,0,0,0,0,1600,1,0,0,0,0,0,0
'2017-02-02',650,2,0,0,1899,5,2049,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,2,0,0,1899,4,2049,9,0,0,0,0,0,0,0,0,1600,1,0,0,0,0,0,0
'2017-02-03',650,1,0,0,2000,21,0,0,2850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,1,0,0,2000,21,0,0,2850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',0,0,0,0,2000,12,2049,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,12,2049,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',0,0,0,0,2000,11,0,0,2850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,11,0,0,2850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',1050,1,1262,4,2000,10,1900,1,0,0,0,0,1050,1,1262,4,0,0,0,0,0,0,0,0,0,0,0,0,2000,10,1900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-08',1050,1,1262,4,2000,11,1950,5,3575,2,0,0,1050,1,1262,4,0,0,0,0,0,0,0,0,0,0,0,0,2000,11,1950,5,3575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
