date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2017-01-14',0,0,1425,8,2250,11,2500,11,2800,1,0,0
'2017-01-15',750,1,1425,8,2450,1,2450,1,0,0,0,0
'2017-01-16',850,1,1600,1,0,0,1550,1,0,0,0,0
'2017-01-17',1100,5,1590,11,2499,14,2500,19,2800,3,0,0
'2017-01-18',1389,1,1475,8,2250,6,2600,3,0,0,0,0
'2017-01-19',1000,1,1400,9,2499,5,2500,11,2800,1,0,0
'2017-01-20',1100,4,1520,8,1950,10,2475,4,2590,2,0,0
