data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-29',0,0,0,0,2147,2,2235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147,2,2235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-30',0,0,0,0,804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',0,0,0,0,2200,7,2195,11,2600,1,0,0,0,0,0,0,1749,1,0,0,0,0,0,0,0,0,0,0,2250,6,2195,10,2600,1,0,0,0,0,0,0,0,0,2249,1,0,0,0,0
'2017-02-01',0,0,0,0,0,0,2329,2,2600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,2,2600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-02',0,0,0,0,2300,5,2195,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,5,2127,4,0,0,0,0,0,0,0,0,0,0,2249,1,0,0,0,0
'2017-02-03',0,0,0,0,2050,1,2147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,1,2147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',0,0,0,0,2050,1,2100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050,1,2100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',0,0,0,0,0,0,2195,8,2600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,7,2600,1,0,0,0,0,0,0,0,0,2249,1,0,0,0,0
'2017-02-08',0,0,0,0,2200,5,2147,6,2600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,5,2147,6,2600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
