data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-29',0,0,2450,10,4425,2,0,0,0,0,0,0,0,0,2375,8,4900,1,0,0,0,0,0,0,0,0,4100,1,3950,1,0,0,0,0,0,0,0,0,2400,1,0,0,0,0,0,0,0,0
'2017-01-30',2200,1,2900,3,3800,2,4200,1,0,0,0,0,2200,1,2850,2,0,0,0,0,0,0,0,0,0,0,4100,1,3700,1,4200,1,0,0,0,0,0,0,0,0,3900,1,0,0,0,0,0,0
'2017-01-31',0,0,2325,4,3975,6,4625,4,0,0,0,0,0,0,1900,2,1749,1,0,0,0,0,0,0,0,0,3500,1,4200,5,4625,4,0,0,0,0,0,0,2700,1,0,0,0,0,0,0,0,0
'2017-02-01',2400,1,2875,2,4950,7,0,0,0,0,0,0,2400,1,0,0,0,0,0,0,0,0,0,0,0,0,4100,1,4950,7,0,0,0,0,0,0,0,0,1650,1,0,0,0,0,0,0,0,0
'2017-02-02',2300,1,2300,6,4200,5,7900,1,0,0,0,0,2300,1,2300,5,0,0,0,0,0,0,0,0,0,0,0,0,4200,5,7900,1,0,0,0,0,0,0,2400,1,0,0,0,0,0,0,0,0
'2017-02-03',1765,3,2525,17,3925,4,4500,3,0,0,0,0,1765,3,2512,14,4900,1,0,0,0,0,0,0,0,0,3500,3,3825,2,4500,3,0,0,0,0,0,0,0,0,3900,1,0,0,0,0,0,0
'2017-02-05',0,0,2950,3,0,0,4625,2,0,0,0,0,0,0,2450,2,0,0,0,0,0,0,0,0,0,0,3500,1,0,0,4625,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',1975,4,2500,5,4950,7,0,0,0,0,0,0,1975,4,2375,4,0,0,0,0,0,0,0,0,0,0,4100,1,4950,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',1500,1,2525,13,4400,2,4500,3,0,0,0,0,1500,1,2512,12,4900,1,0,0,0,0,0,0,0,0,3500,1,0,0,4500,3,0,0,0,0,0,0,0,0,3900,1,0,0,0,0,0,0
'2017-02-08',1875,4,2100,5,4450,4,0,0,0,0,0,0,2100,3,2100,2,0,0,0,0,0,0,0,0,1000,1,4100,2,4450,4,0,0,0,0,0,0,0,0,1650,1,0,0,0,0,0,0,0,0
'2017-02-09',1625,6,2500,3,4075,10,3600,1,0,0,0,0,1625,6,2500,1,0,0,0,0,0,0,0,0,0,0,4100,1,4575,8,3600,1,0,0,0,0,0,0,2400,1,3500,2,0,0,0,0,0,0
'2017-02-10',1600,7,2562,8,3900,9,4625,2,0,0,0,0,1625,6,2950,5,0,0,0,0,0,0,0,0,1000,1,3500,1,3950,5,4625,2,0,0,0,0,0,0,2062,2,3500,4,0,0,0,0,0,0
'2017-02-11',2300,1,2512,10,3950,13,3600,1,0,0,30000,1,2300,1,2500,9,4525,2,0,0,0,0,0,0,0,0,4100,1,4200,7,3600,1,0,0,30000,1,0,0,0,0,3500,4,0,0,0,0,0,0
'2017-02-12',2200,1,3950,4,3700,1,4475,2,0,0,0,0,2200,1,4400,2,0,0,0,0,0,0,0,0,0,0,3500,1,3700,1,4475,2,0,0,0,0,0,0,2400,1,0,0,0,0,0,0,0,0
'2017-02-13',0,0,0,0,3500,5,3600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,1,3600,1,0,0,0,0,0,0,0,0,3500,4,0,0,0,0,0,0
'2017-02-14',2250,2,2500,15,3950,9,8950,1,0,0,30000,1,2250,2,2500,13,4525,2,0,0,0,0,0,0,0,0,4100,1,3950,5,8950,1,0,0,30000,1,0,0,2175,1,3700,2,0,0,0,0,0,0
'2017-02-15',1950,1,3325,4,3900,7,0,0,0,0,0,0,1950,1,4400,3,0,0,0,0,0,0,0,0,0,0,0,0,4450,4,0,0,0,0,0,0,0,0,1950,1,3500,3,0,0,0,0,0,0
'2017-02-16',4950,1,2450,12,3925,4,3600,1,0,0,0,0,4950,1,2500,11,4900,1,0,0,0,0,0,0,0,0,0,0,3950,1,3600,1,0,0,0,0,0,0,2400,1,3700,2,0,0,0,0,0,0
'2017-02-17',2200,3,4100,5,3700,11,8950,1,0,0,30000,1,2200,3,3675,4,3500,1,0,0,0,0,0,0,0,0,4100,1,3950,6,8950,1,0,0,30000,1,0,0,0,0,3500,4,0,0,0,0,0,0
'2017-02-18',0,0,2450,1,3950,1,3900,2,0,0,0,0,0,0,2450,1,0,0,0,0,0,0,0,0,0,0,0,0,3950,1,3900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-20',0,0,2600,5,3500,6,8950,1,10500,1,0,0,0,0,2600,5,0,0,0,0,0,0,0,0,0,0,0,0,4950,1,8950,1,10500,1,0,0,0,0,0,0,3500,5,0,0,0,0,0,0
'2017-02-26',1950,3,2600,3,3700,13,8950,1,0,0,30000,1,1950,3,2600,3,0,0,0,0,0,0,0,0,0,0,0,0,3950,7,8950,1,0,0,30000,1,0,0,0,0,3500,6,0,0,0,0,0,0
'2017-02-27',0,0,2275,4,3500,2,0,0,0,0,0,0,0,0,2300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,1,3500,2,0,0,0,0,0,0
'2017-02-28',0,0,3100,1,3500,7,8950,1,10500,1,0,0,0,0,3100,1,0,0,0,0,0,0,0,0,0,0,0,0,4450,2,8950,1,10500,1,0,0,0,0,0,0,3500,5,0,0,0,0,0,0
'2017-03-01',2200,1,2300,3,3950,8,0,0,0,0,30000,1,2200,1,2300,3,0,0,0,0,0,0,0,0,0,0,0,0,4450,6,0,0,0,0,30000,1,0,0,0,0,3500,2,0,0,0,0,0,0
'2017-03-04',1950,1,3490,7,3700,6,0,0,0,0,0,0,1950,1,3492,6,3950,3,0,0,0,0,0,0,0,0,3440,1,3450,2,0,0,0,0,0,0,0,0,0,0,3500,1,0,0,0,0,0,0
