date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2017-01-13',700,2,0,0,1990,10,0,0,0,0,0,0
'2017-01-14',0,0,1600,1,1990,1,1166,1,0,0,0,0
'2017-01-15',975,2,0,0,1149,1,0,0,0,0,0,0
'2017-01-16',750,2,0,0,862,1,1166,1,0,0,0,0
'2017-01-17',0,0,1400,1,1990,3,0,0,0,0,0,0
'2017-01-18',0,0,1600,1,1799,3,0,0,0,0,0,0
'2017-01-19',775,2,0,0,0,0,0,0,0,0,0,0
'2017-01-20',0,0,2150,1,1990,3,1950,1,2400,1,0,0
