date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',0,0,0,0,2000,1,2200,1,0,0,0,0
'2016-12-20',0,0,0,0,0,0,2400,1,2900,2,0,0
'2016-12-21',0,0,0,0,1950,3,0,0,2500,1,0,0
'2016-12-22',0,0,0,0,0,0,2150,2,2900,2,0,0
'2016-12-23',1100,1,0,0,2000,1,2500,2,2500,1,0,0
'2016-12-24',0,0,0,0,1700,1,2200,1,0,0,0,0
'2016-12-25',890,3,1300,2,1525,1,2100,1,3000,1,0,0
'2016-12-26',0,0,0,0,0,0,0,0,2800,1,0,0
'2016-12-27',0,0,0,0,1850,3,2200,1,0,0,0,0
'2016-12-28',600,1,1500,2,0,0,0,0,2900,2,0,0
'2016-12-29',0,0,0,0,1762,2,2200,1,0,0,0,0
'2016-12-30',0,0,1300,2,0,0,0,0,2900,2,0,0
'2016-12-31',0,0,0,0,0,0,2400,1,2437,2,0,0
'2017-01-06',890,1,0,0,0,0,2700,2,2587,2,0,0
'2017-01-07',0,0,1300,2,2000,1,2400,3,0,0,0,0
'2017-01-08',1000,1,0,0,1567,2,2000,3,3000,3,0,0
'2017-01-09',0,0,1100,1,0,0,2400,3,2375,1,0,0
'2017-01-10',0,0,0,0,2000,1,2200,1,3300,1,0,0
'2017-01-11',600,2,1300,10,1642,4,2000,10,2500,2,0,0
'2017-01-12',0,0,1100,1,2000,1,2200,1,2837,2,0,0
'2017-01-13',0,0,0,0,0,0,2600,5,2500,1,0,0
date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
