date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',1522,14,1813,6,2200,2,2375,1,0,0,0,0
'2016-12-20',1522,20,2042,12,3400,1,0,0,0,0,0,0
'2016-12-23',1323,16,2226,8,2500,1,0,0,0,0,0,0
'2016-12-24',1460,11,2005,10,2400,1,0,0,0,0,0,0
'2016-12-25',1475,13,1915,3,2800,1,2375,1,0,0,0,0
'2016-12-26',1220,1,0,0,0,0,0,0,0,0,0,0
'2016-12-27',1475,10,1958,6,3150,1,0,0,0,0,0,0
'2016-12-28',1475,32,2438,15,0,0,0,0,0,0,0,0
'2016-12-29',1520,29,2052,8,2500,3,0,0,0,0,0,0
'2016-12-30',1399,37,2452,17,2100,1,0,0,0,0,0,0
'2016-12-31',1395,27,2010,11,0,0,0,0,0,0,0,0
