date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',1100,2,1400,1,800,3,0,0,0,0,0,0
'2016-12-20',1174,2,1398,1,1700,3,0,0,3500,1,0,0
'2016-12-21',961,2,1398,1,1934,2,2250,5,2175,1,0,0
'2016-12-22',1298,3,1399,2,1600,5,0,0,3500,1,0,0
'2016-12-23',1249,2,1398,1,1774,4,0,0,0,0,0,0
'2016-12-24',1298,1,1398,1,1995,3,2175,3,0,0,0,0
'2016-12-25',899,3,1025,2,1449,3,0,0,3500,1,0,0
'2016-12-26',1050,1,0,0,1675,2,0,0,0,0,0,0
'2016-12-27',0,0,0,0,2020,1,1845,1,3500,2,0,0
'2016-12-28',1100,4,1398,1,1823,4,2500,1,0,0,0,0
'2016-12-29',1298,3,1398,1,1899,2,0,0,1925,1,0,0
'2016-12-30',1249,2,1398,1,1934,2,0,0,0,0,0,0
'2016-12-31',0,0,0,0,1449,1,0,0,3500,2,0,0
'2017-01-06',0,0,0,0,1798,3,2500,1,0,0,0,0
'2017-01-07',1196,1,1398,1,1950,3,0,0,0,0,0,0
'2017-01-08',1047,2,1398,1,1848,1,0,0,1925,1,0,0
'2017-01-09',0,0,0,0,1509,2,0,0,0,0,0,0
'2017-01-10',1372,2,1825,1,1995,1,0,0,0,0,0,0
'2017-01-11',899,1,0,0,2075,2,2500,1,1925,1,0,0
'2017-01-12',0,0,0,0,1509,2,0,0,2300,1,0,0
'2017-01-13',1267,2,1398,1,1974,2,0,0,0,0,0,0
date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
