date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',1899,27,3094,8,9403,1,0,0,0,0,0,0
'2016-12-20',1995,31,3430,13,3500,5,4250,3,0,0,6695,1
'2016-12-21',2021,43,3470,9,2700,3,3125,1,0,0,4,1
'2016-12-22',1750,37,3355,15,4850,1,5275,2,0,0,6695,1
'2016-12-23',1923,45,3347,12,2725,2,0,0,0,0,0,0
'2016-12-24',1986,27,3380,13,4000,6,3587,2,0,0,6695,1
'2016-12-25',1900,23,2953,5,6083,2,0,0,0,0,0,0
'2016-12-26',1750,13,0,0,0,0,0,0,0,0,5,1
'2016-12-27',1915,30,2999,15,3587,4,1000,4,0,0,6695,1
'2016-12-28',1900,51,3006,8,2900,5,0,0,0,0,0,0
'2016-12-29',1936,40,3363,6,4675,2,6275,2,0,0,7347,2
'2016-12-30',1950,52,2994,11,3175,3,5800,2,0,0,0,0
'2016-12-31',1750,33,2820,6,2825,8,4050,1,0,0,6695,1
'2017-01-06',1950,74,2900,26,3624,2,3175,2,0,0,0,0
'2017-01-07',1750,41,2988,14,2700,7,4050,1,0,0,6695,1
'2017-01-08',1901,37,2712,12,3200,3,4252,2,5500,1,0,0
'2017-01-09',1750,46,3029,32,3850,2,3437,4,0,0,0,0
'2017-01-10',1850,63,2675,35,3375,12,4150,4,0,0,6500,1
'2017-01-11',1989,62,2977,27,3600,6,4800,4,0,0,8000,2
'2017-01-12',2000,66,3000,23,3100,11,4050,2,0,0,6500,1
'2017-01-13',1899,37,3000,15,3600,5,6200,2,1999,1,0,0
date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
