date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',1955,2,2455,2,0,0,0,0,0,0,0,0
'2016-12-20',1635,4,2310,3,0,0,0,0,0,0,0,0
'2016-12-21',1842,4,2355,4,2172,2,3200,1,0,0,0,0
'2016-12-22',1855,4,2397,4,0,0,0,0,0,0,0,0
'2016-12-23',1815,5,2310,4,0,0,0,0,0,0,0,0
'2016-12-24',1830,5,2320,4,2172,2,0,0,0,0,0,0
'2016-12-25',1795,3,1930,2,0,0,0,0,0,0,0,0
'2016-12-26',0,0,0,0,0,0,0,0,0,0,0,0
'2016-12-27',1812,12,2400,6,2172,4,0,0,0,0,0,0
'2016-12-28',1840,5,2330,5,0,0,0,0,0,0,0,0
'2016-12-29',1795,5,2310,4,0,0,3200,1,0,0,0,0
'2016-12-30',1710,4,2370,5,2250,1,0,0,0,0,0,0
'2016-12-31',1830,5,2310,3,0,0,0,0,0,0,0,0
