date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',2090,6,2558,3,0,0,0,0,0,0,0,0
'2016-12-20',1895,5,2208,6,2100,3,0,0,0,0,0,0
'2016-12-23',1819,3,2320,7,1920,1,0,0,0,0,0,0
'2016-12-24',1450,3,2643,2,0,0,0,0,0,0,0,0
'2016-12-25',0,0,0,0,2300,1,0,0,0,0,0,0
'2016-12-26',0,0,0,0,2100,1,0,0,0,0,0,0
'2016-12-27',2040,3,2577,2,2100,1,0,0,0,0,0,0
'2016-12-28',1787,10,2320,3,2300,1,0,0,0,0,0,0
'2016-12-29',1842,6,2600,5,2547,2,0,0,0,0,0,0
'2016-12-30',1450,3,2329,10,2547,2,0,0,0,0,0,0
'2016-12-31',1850,7,2320,5,0,0,0,0,0,0,0,0
