data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-29',0,0,2450,1,2000,4,0,0,0,0,0,0,0,0,2450,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-30',0,0,0,0,0,0,2295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295,1,0,0,0,0
'2017-01-31',1400,1,2300,2,2250,2,565000,1,0,0,0,0,0,0,2300,2,0,0,0,0,0,0,0,0,1400,1,0,0,2250,2,565000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-01',1700,1,1845,1,2075,2,3100,1,0,0,0,0,1700,1,1845,1,0,0,0,0,0,0,0,0,0,0,0,0,2075,2,3100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-02',1500,3,1995,3,0,0,0,0,0,0,0,0,1500,3,1995,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-03',1400,3,1900,3,2649,6,0,0,0,0,0,0,1500,1,1900,3,0,0,0,0,0,0,0,0,1150,2,0,0,2649,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-04',0,0,0,0,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',1450,2,2450,1,2500,1,3100,1,0,0,0,0,1450,2,2450,1,0,0,0,0,0,0,0,0,0,0,0,0,2500,1,3100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-06',1525,2,1845,1,0,0,0,0,0,0,0,0,1650,1,1845,1,0,0,0,0,0,0,0,0,1400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-07',0,0,2300,2,1750,2,0,0,0,0,0,0,0,0,2300,2,0,0,0,0,0,0,0,0,0,0,0,0,1750,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
