date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',795,1,1600,2,0,0,2100,1,2695,1,0,0
'2016-12-20',1248,5,1809,7,1984,4,1950,1,2695,1,0,0
'2016-12-23',1720,4,1963,10,2323,4,0,0,2695,1,0,0
'2016-12-24',1248,3,1809,14,2298,5,0,0,0,0,0,0
'2016-12-25',0,0,1809,7,2298,2,2100,1,3200,1,0,0
'2016-12-26',0,0,2000,1,2300,1,1950,1,0,0,0,0
'2016-12-27',0,0,1600,5,2372,2,0,0,0,0,0,0
'2016-12-28',1248,3,1929,15,2323,4,2100,1,0,0,0,0
'2016-12-29',1447,4,1809,16,2323,6,2175,1,0,0,0,0
'2016-12-30',1109,3,1929,15,2298,6,0,0,0,0,0,0
