data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-29',999,1,0,0,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-30',0,0,1825,1,0,0,2100,1,0,0,0,0,0,0,1825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,1,0,0,0,0
'2017-01-31',0,0,0,0,1600,1,3145,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3295,3,0,0,0,0,0,0,0,0,1600,1,2100,1,0,0,0,0
'2017-02-01',899,1,2250,1,0,0,2797,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,1,0,0,0,0,3495,1,0,0,0,0,0,0,2250,1,0,0,2100,1,0,0,0,0
'2017-02-02',0,0,1825,1,2800,1,3100,3,0,0,0,0,0,0,1825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,3,0,0,0,0,0,0,0,0,2800,1,0,0,0,0,0,0
'2017-02-03',0,0,0,0,0,0,3095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-04',0,0,0,0,2150,1,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1,0,0,0,0,0,0,0,0,2150,1,0,0,0,0,0,0
'2017-02-05',899,1,0,0,3200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,1,0,0,0,0,0,0
'2017-02-06',0,0,0,0,2450,1,2100,3,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,1,3100,1,4000,1,0,0,0,0,0,0,0,0,2100,2,0,0,0,0
'2017-02-07',0,0,2250,1,0,0,3900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3697,2,0,0,0,0,0,0,2250,1,0,0,3900,1,0,0,0,0
'2017-02-08',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-09',850,1,2250,1,0,0,3295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,1,0,0,0,0,3295,2,0,0,0,0,0,0,2250,1,0,0,0,0,0,0,0,0
'2017-02-10',0,0,0,0,3395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3395,1,0,0,0,0,0,0
'2017-02-12',899,1,0,0,2525,1,2547,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,1,0,0,0,0,2547,2,0,0,0,0,0,0,0,0,2525,1,0,0,0,0,0,0
'2017-02-13',0,0,0,0,1600,1,3095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3095,3,0,0,0,0,0,0,0,0,1600,1,0,0,0,0,0,0
'2017-02-14',0,0,2250,1,2450,1,3495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,1,3495,1,0,0,0,0,0,0,2250,1,0,0,0,0,0,0,0,0
'2017-02-15',0,0,0,0,2600,1,0,0,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,1,0,0,0,0,0,0,2600,1,0,0,0,0,0,0
'2017-02-17',0,0,0,0,3395,1,3495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3495,1,0,0,0,0,0,0,0,0,3395,1,0,0,0,0,0,0
'2017-02-18',0,0,0,0,2495,1,3597,2,4000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3295,1,4000,1,0,0,0,0,0,0,2495,1,3900,1,0,0,0,0
