date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',1407,5,1437,3,1928,3,1850,3,0,0,0,0
'2016-12-20',1245,15,1380,5,1825,6,2050,1,0,0,0,0
'2016-12-21',1419,1,1622,7,2045,4,1850,4,0,0,0,0
'2016-12-22',1423,8,1574,10,1995,5,1850,3,0,0,0,0
'2016-12-23',1400,3,1494,7,1939,4,2050,1,0,0,3500,1
'2016-12-24',1173,11,1370,9,1928,3,1850,4,3100,1,0,0
'2016-12-25',1300,1,1620,2,1600,3,1850,1,0,0,0,0
'2016-12-26',0,0,1512,2,1925,2,1850,2,0,0,0,0
'2016-12-27',1396,6,1447,4,1950,3,1850,4,0,0,0,0
'2016-12-28',1300,9,1541,3,2037,4,1850,1,0,0,0,0
'2016-12-29',1300,11,1552,5,1928,5,1850,5,3695,1,3500,1
'2016-12-30',1442,3,1511,2,1964,4,1850,2,0,0,0,0
'2016-12-31',1300,17,1380,7,1928,3,1850,1,0,0,0,0
'2017-01-06',1316,4,1358,3,1995,7,2200,1,0,0,0,0
'2017-01-07',1368,4,1579,4,1950,5,0,0,0,0,2400,1
'2017-01-08',1426,9,1455,5,1620,3,0,0,3100,1,0,0
'2017-01-09',0,0,1490,7,1825,3,0,0,0,0,0,0
'2017-01-10',1343,5,1495,2,1900,2,0,0,0,0,0,0
'2017-01-11',1414,10,1500,9,1972,4,0,0,3695,1,0,0
'2017-01-12',1414,8,1534,3,1860,5,2375,1,0,0,0,0
'2017-01-13',1414,11,1465,13,1854,3,0,0,0,0,0,0
date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
