date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',1660,7,1845,3,0,0,2185,2,0,0,0,0
'2016-12-20',1216,8,1767,4,1800,3,0,0,0,0,0,0
'2016-12-21',1247,5,1676,4,1737,5,3100,3,0,0,0,0
'2016-12-22',1217,7,1650,3,2100,2,2185,2,0,0,0,0
'2016-12-23',1378,4,1725,7,1850,6,2447,2,0,0,0,0
'2016-12-24',1675,11,1900,5,2600,3,2450,1,0,0,0,0
'2016-12-25',1215,5,1650,3,0,0,2185,2,0,0,0,0
'2016-12-26',1717,2,1800,2,2012,2,0,0,0,0,0,0
'2016-12-27',1230,10,1865,5,1695,3,2325,3,0,0,0,0
'2016-12-28',1520,3,1601,3,1795,2,2320,3,0,0,0,0
'2016-12-29',1229,7,1527,6,2175,6,2450,1,0,0,0,0
'2016-12-30',1660,7,1800,11,1765,5,2387,2,0,0,0,0
'2016-12-31',1225,8,1395,3,1765,3,1995,5,0,0,0,0
'2017-01-06',1635,13,1897,6,1747,1,2350,2,0,0,0,0
'2017-01-07',1482,8,1500,5,2450,3,2450,1,0,0,0,0
'2017-01-08',993,6,1700,5,1699,1,0,0,1600,1,0,0
'2017-01-09',1225,4,1395,3,2000,3,1995,1,0,0,0,0
'2017-01-10',1419,6,1850,7,1997,4,0,0,0,0,0,0
'2017-01-11',1208,7,1452,1,1747,3,0,0,1600,1,0,0
'2017-01-12',1240,11,1595,7,2182,6,3550,1,0,0,0,0
'2017-01-13',1440,5,1395,7,1987,4,2297,2,0,0,0,0
date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
