date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',1550,29,1921,14,2384,6,0,0,0,0,0,0
'2016-12-20',1526,130,1798,72,2400,14,3125,1,2000,2,0,0
'2016-12-23',1550,128,1840,23,2565,7,3750,3,0,0,0,0
'2016-12-24',1550,132,1985,32,1984,11,3125,2,0,0,0,0
'2016-12-25',1550,54,1710,5,3000,1,0,0,0,0,0,0
'2016-12-26',1550,11,1575,4,0,0,3125,2,0,0,0,0
'2016-12-27',1550,30,1883,15,2090,9,0,0,0,0,0,0
'2016-12-28',1550,116,2000,58,2100,18,3400,6,0,0,0,0
