data,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count,rent_1_median_c,rent_1_count_c,rent_2_median_c,rent_2_count_c,rent_3_median_c,rent_3_count_c,rent_4_median_c,rent_4_count_c,rent_5_median_c,rent_5_count_c,rent_6_median_c,rent_6_count_c,rent_1_median_h,rent_1_count_h,rent_2_median_h,rent_2_count_h,rent_3_median_h,rent_3_count_h,rent_4_median_h,rent_4_count_h,rent_5_median_h,rent_5_count_h,rent_6_median_h,rent_6_count_h,rent_1_median_th,rent_1_count_th,rent_2_median_th,rent_2_count_th,rent_3_median_th,rent_3_count_th,rent_4_median_th,rent_4_count_th,rent_5_median_th,rent_5_count_th,rent_6_median_th,rent_6_count_th
'2017-01-29',1775,2,2100,1,2750,2,698,1,5000,1,0,0,1775,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,1,5000,1,0,0,0,0,2100,1,2750,2,0,0,0,0,0,0
'2017-01-30',1995,4,2425,2,3200,3,0,0,0,0,0,0,1825,1,2450,1,0,0,0,0,0,0,0,0,1995,3,2400,1,3200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-31',1400,3,2325,4,3200,7,2600,3,790,1,0,0,1750,2,1900,1,0,0,0,0,0,0,0,0,750,1,2550,1,3022,4,2235,2,790,1,0,0,0,0,2525,2,3850,3,2600,1,0,0,0,0
'2017-02-01',1650,1,2400,3,900,3,550,2,560,1,0,0,1650,1,0,0,0,0,0,0,0,0,0,0,0,0,2400,1,882,2,550,2,560,1,0,0,0,0,2650,2,4000,1,0,0,0,0,0,0
'2017-02-02',1612,4,2375,8,2975,5,0,0,2750,2,0,0,1400,3,2225,4,0,0,0,0,0,0,0,0,2300,1,2300,1,2975,3,0,0,2750,2,0,0,0,0,2495,3,2900,2,0,0,0,0,0,0
'2017-02-03',2425,4,2100,1,3650,4,580,4,675,2,0,0,2425,2,0,0,0,0,470,1,0,0,0,0,2550,2,0,0,3425,2,690,3,675,2,0,0,0,0,2100,1,3925,2,0,0,0,0,0,0
'2017-02-04',2548,2,2595,3,3095,3,550,2,0,0,0,0,0,0,2595,1,0,0,0,0,0,0,0,0,2548,2,2722,2,3095,3,550,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'2017-02-05',1825,3,2450,3,2550,3,3000,1,4800,1,0,0,1825,3,2450,3,0,0,0,0,0,0,0,0,0,0,0,0,2925,2,3000,1,4800,1,0,0,0,0,0,0,2200,1,0,0,0,0,0,0
'2017-02-06',2675,2,2490,3,3450,8,0,0,0,0,0,0,2100,1,1950,1,0,0,0,0,0,0,0,0,3250,1,2490,1,3475,6,0,0,0,0,0,0,0,0,2700,1,3400,2,0,0,0,0,0,0
'2017-02-07',1650,1,2100,5,3095,9,1735,2,645,2,0,0,1650,1,1900,1,0,0,0,0,0,0,0,0,0,0,2722,2,2872,6,1735,2,645,2,0,0,0,0,2000,2,3850,3,0,0,0,0,0,0
'2017-02-08',2261,4,2400,3,4000,3,550,2,4800,1,0,0,1975,1,0,0,0,0,0,0,0,0,0,0,2548,3,2400,3,4250,1,550,2,4800,1,0,0,0,0,0,0,3800,2,0,0,0,0,0,0
'2017-02-09',1650,5,2450,3,3035,4,2345,2,0,0,0,0,1825,3,2450,1,0,0,0,0,0,0,0,0,1375,2,2300,1,2975,3,2345,2,0,0,0,0,0,0,2950,1,3850,1,0,0,0,0,0,0
'2017-02-10',1650,4,2150,3,2975,2,470,1,790,1,0,0,1350,1,2025,2,0,0,0,0,0,0,0,0,1650,3,0,0,2975,2,470,1,790,1,0,0,0,0,2495,1,0,0,0,0,0,0,0,0
'2017-02-11',2200,1,2595,3,3095,5,550,2,4800,1,0,0,0,0,2172,2,0,0,0,0,0,0,0,0,2200,1,2950,1,3045,4,550,2,4800,1,0,0,0,0,0,0,4000,1,0,0,0,0,0,0
'2017-02-12',0,0,2400,3,2872,2,0,0,0,0,0,0,0,0,2750,1,0,0,0,0,0,0,0,0,0,0,2400,1,2995,1,0,0,0,0,0,0,0,0,2100,1,2750,1,0,0,0,0,0,0
