date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
'2016-12-19',0,0,0,0,0,0,2650,1,0,0,0,0
'2016-12-20',0,0,1700,1,2250,1,0,0,0,0,0,0
'2016-12-21',0,0,2002,1,1950,2,1850,1,0,0,0,0
'2016-12-22',0,0,1929,1,1400,1,2650,1,0,0,0,0
'2016-12-23',800,1,0,0,1700,1,0,0,0,0,0,0
'2016-12-24',0,0,0,0,2100,3,1850,1,0,0,0,0
'2016-12-25',800,1,1925,1,1400,1,2650,1,0,0,0,0
'2016-12-26',0,0,1700,1,1700,3,0,0,0,0,0,0
'2016-12-27',0,0,0,0,1800,3,1850,1,0,0,0,0
'2016-12-28',0,0,0,0,1400,1,2622,2,0,0,0,0
'2016-12-29',0,0,0,0,1700,3,2699,1,0,0,0,0
'2016-12-30',0,0,1937,2,2000,1,2422,4,2587,2,0,0
'2016-12-31',1325,2,0,0,2100,1,0,0,1650,1,0,0
'2017-01-06',0,0,1700,1,1800,1,2595,1,2800,1,0,0
'2017-01-07',0,0,0,0,1900,3,0,0,0,0,0,0
'2017-01-08',0,0,0,0,0,0,0,0,0,0,0,0
'2017-01-09',0,0,0,0,1950,4,2595,2,2800,2,0,0
'2017-01-10',0,0,0,0,1950,4,2600,1,0,0,0,0
'2017-01-11',0,0,1400,1,2100,1,2647,2,0,0,0,0
'2017-01-12',0,0,1843,2,1800,1,0,0,2800,1,0,0
'2017-01-13',0,0,0,0,1525,1,2595,1,0,0,0,0
date,rent_1_median,rent_1_count,rent_2_median,rent_2_count,rent_3_median,rent_3_count,rent_4_median,rent_4_count,rent_5_median,rent_5_count,rent_6_median,rent_6_count
